 ,Area,Mean,Min,Max,X,Y,XM,YM,BX,BY,Width,Height,Major,Minor,Angle
44,2124,37.153,12,81,219.543,1182.112,218.21,1181.855,188,1142,62,80,96.504,28.023,53.729
45,1831,19.101,4,38,399.593,1321.595,398.328,1321.907,369,1286,61,71,89.618,26.014,50.372
46,2304,40.083,21,100,990.683,609.039,989.588,607.843,949,576,83,65,101,29.045,143.602
47,2701,42.939,19,105,1365.762,811.552,1367.618,812.197,1318,779,95,64,109.15,31.507,148.424
48,1756,0.105,0,63,1220.125,1033.534,1197.141,1049.114,1195,1009,50,49,57.573,38.835,42.682
49,2915,35.283,14,71,1184.598,1736.224,1184.831,1736.003,1153,1698,63,76,87.975,42.188,52.937
50,3451,36.51,7,65,1673.035,1401.049,1668.923,1405.246,1634,1349,78,104,125.241,35.084,54.933
51,4668,26.843,0,59,1766.004,1671.124,1766.037,1674.89,1725,1607,81,128,144.729,41.066,60.167
52,2818,38.822,11,73,2019.441,1240.447,2018.048,1242.094,1989,1210,59,61,63.153,56.814,131.258
53,3465,40.069,14,89,1739.172,961.473,1736.903,959.307,1705,928,68,66,69.994,63.031,141.298
54,2093,44.13,21,81,1825.097,959.441,1825.645,957.593,1798,933,53,52,54.366,49.018,139.813
55,3091,55.572,34,85,1578.678,961.472,1578.808,960.372,1546,929,64,64,66.688,59.015,134.985
56,2718,63.438,37,94,1499.102,888.017,1499.221,888.058,1469,858,60,60,61.807,55.991,134.993
57,2351,59.454,38,81,1423.56,930.984,1423.405,930.862,1395,903,56,55,57.642,51.931,141.387
58,1909,62.592,39,91,1410.061,1000.961,1409.877,999.707,1384,976,51,49,51.93,46.805,146.085
59,2202,43.227,26,71,1397.625,1126.986,1397.996,1126.793,1371,1100,53,54,55.821,50.227,129.604
60,2202,43.227,26,71,1397.625,1126.986,1397.996,1126.793,1371,1100,53,54,55.821,50.227,129.604
61,3689,48.647,27,81,1482.687,714.997,1481.12,716.151,1448,679,68,71,72.368,64.904,124.054
62,3759,44.504,25,73,1884.672,841.017,1884.1,842.481,1850,806,69,70,73.055,65.514,130.333
63,4436,53.688,15,93,1856.603,765.029,1858.959,764.026,1819,726,74,78,79.314,71.212,119.82
64,3284,49.086,22,95,1961.16,867.011,1962.307,868.74,1928,834,65,66,68.459,61.078,127.926
65,996,74.336,50,103,1268.136,943.522,1267.76,943.948,1250,925,35,37,37.579,33.746,113.467
66,1934,64.696,38,101,1194.565,895.519,1194.637,896.816,1170,869,49,52,52.534,46.874,122.001
67,2822,51.226,10,105,1004.153,1231.488,1004.266,1226.785,973,1202,62,59,63.419,56.657,148.741
68,6700,43.697,15,90,848.077,1272.009,846.013,1273.993,801,1225,93,94,97.606,87.399,132.776
69,2271,67.329,35,100,947.09,1178.981,946.961,1179.035,921,1150,52,57,56.808,50.9,105.925
70,949,61.442,38,99,969.69,1073.995,969.051,1073.25,952,1056,35,36,36.598,33.015,122.926
71,2516,43.548,20,81,983.087,958.484,981.944,959.573,955,928,55,60,59.663,53.693,106.548
72,2102,66.588,34,108,810.569,1041.025,810.147,1042.958,785,1013,50,55,54.54,49.071,80.219
73,2042,64.971,40,97,404.056,1095.013,402.724,1094.774,379,1068,49,54,53.791,48.335,90.455
74,3012,79.297,48,120,215.15,1054.499,214.152,1055.985,185,1021,60,66,65.574,58.484,73.715
75,2518,72.843,40,109,98.105,933,97.679,933.091,71,903,54,60,59.987,53.445,90
76,5342,56.581,28,101,374.031,945,374.238,943.996,334,901,79,87,87.334,77.881,105.987
77,2766,82.839,47,118,467.14,953.958,468.402,953.597,438,922,57,63,62.7,56.169,105.345
78,2460,79.515,56,115,527.113,1001.967,527.449,1003.058,500,972,54,59,59.252,52.862,113.852
79,870,58.685,37,89,599.197,958.453,598.823,958.821,583,941,32,35,35.062,31.593,112.683
80,3701,76.51,35,123,689.165,895.523,688.822,892.399,655,860,67,71,72.551,64.951,120.27
81,4881,59.05,33,100,794.081,893.995,793.377,895.913,755,853,77,82,83.66,74.285,119.746
82,1558,50.009,19,89,1059.556,783.003,1060.646,783.205,1037,759,44,47,47.196,42.031,116.288
83,3436,73.144,47,111,890.161,754.509,888.769,753.762,858,719,63,70,69.905,62.583,100.145
84,2436,34.993,9,84,837.612,682.509,837.399,681.952,810,653,54,59,58.763,52.782,75.61
85,4816,44.407,14,86,1259.115,655.516,1258.314,654.757,1219,615,79,80,82.657,74.185,130.903
86,2350,56.989,36,88,1452.615,610.499,1452.649,611.488,1425,582,54,57,57.958,51.626,118.813
87,2390,58.37,33,102,1617.634,611.984,1616.613,611.016,1590,583,55,57,58.259,52.233,124.818
88,3257,76.603,50,119,1770.692,646.447,1769.184,647.146,1738,614,65,65,67.942,61.036,139.399
89,2308,66.068,35,107,1926.58,672.022,1925.237,673.939,1899,644,55,55,57.119,51.448,134.454
90,2436,79.428,43,117,1941.612,577.491,1942.792,575.957,1914,548,54,59,58.763,52.782,104.39
91,2656,45.749,16,88,1812.659,575.965,1815.133,578.331,1783,546,59,59,61.615,54.885,136.683
92,2371,40.372,15,85,1617.618,513.031,1615.236,511.377,1591,484,53,58,58.099,51.961,69.031
93,3181,55.596,25,89,1961.182,439.488,1960.928,440.369,1930,406,62,67,67.346,60.14,110.642
94,3933,54.172,30,93,1836.67,399.036,1834.077,399.15,1801,362,71,73,74.882,66.874,125.452
95,2558,45.2,13,93,1839.617,339.037,1838.762,340.045,1811,309,56,60,60.189,54.112,65.457
96,1774,60.351,40,85,1428.598,455.979,1428.534,456.004,1405,431,46,50,50.19,45.004,104.084
97,1826,53.569,30,80,1376.094,463.5,1375.919,463.511,1353,438,46,51,51.089,45.508,90
98,3115,49.044,27,79,1227.626,417,1227.813,417.996,1197,383,60,67,66.676,59.484,81.699
99,3121,64.693,43,94,620.19,511.499,619.22,511.538,587,480,65,63,66.527,59.732,145.793
100,1321,63.144,42,87,599.109,669.019,599.17,668.456,578,648,41,42,43.585,38.59,124.795
101,4475,54.356,24,97,351.592,784.494,351.216,781.974,315,745,73,79,79.989,71.231,108.858
102,1267,58.651,34,93,224.141,791.981,224.657,793.214,204,770,39,43,42.546,37.916,95.605
103,3426,65.188,39,101,260.159,713.995,260.652,713.877,227,679,65,69,69.808,62.487,121.003
104,5402,50.996,16,96,450.595,611.969,453.65,613.079,408,570,85,83,87.725,78.404,141.081
105,1031,84.384,58,119,422.18,695.974,422.382,696.593,403,678,37,36,38.515,34.084,138.142
106,569,68.933,49,90,291.706,670.512,291.833,670.753,278,656,26,29,28.381,25.527,103.143
107,1131,98.159,61,139,149.115,671.981,148.184,671.049,130,652,37,40,40.343,35.695,64.324
108,2436,59.619,33,112,36.612,517.491,35.718,519.668,9,488,54,59,58.763,52.782,104.39
109,3992,51.742,21,87,218.135,458.982,217.86,461.276,183,422,70,74,75.388,67.422,118.736
110,996,61.901,39,96,122.136,424.522,121.211,423.916,104,406,35,37,37.579,33.746,113.467
111,1031,53.113,34,85,245.173,377.981,245.397,377.585,227,359,36,37,38.515,34.083,131.771
112,2521,64.768,44,94,35.111,350.952,35.589,350.649,6,322,57,58,59.932,53.558,125.745
113,1582,60.394,37,96,168.602,247.47,168.447,247.571,146,224,45,46,47.209,42.667,126.487
114,1531,48.312,8,106,57.561,136.524,59.863,138.693,35,114,45,45,46.526,41.897,134.997
115,810,62.212,39,95,419.212,60.015,419.124,59.86,402,43,33,33,33.874,30.446,134.907
116,2371,53.484,25,96,492.618,116.969,490.724,116.33,466,88,53,58,58.099,51.961,110.969
117,816,89.794,58,116,411.695,115.528,411.13,114.974,395,99,33,33,34.151,30.423,125.077
118,6096,74.63,46,110,515.052,213.052,514.621,215.695,470,168,89,89,92.869,83.576,134.739
119,3605,64.58,32,100,483.681,419.972,483.158,422.239,450,385,67,70,71.668,64.045,122.133
120,3302,80.844,42,113,410.169,420.035,408.54,419.615,379,386,62,68,68.48,61.394,74.996
121,3630,75.178,40,124,369.685,506.986,366.979,506.357,337,471,65,72,71.909,64.273,86.926
122,2449,78.989,44,115,713.131,229.469,712.654,229.7,685,200,55,58,59.133,52.732,120.29
123,3121,52.761,21,100,755.19,148.499,754.008,146.362,722,117,65,63,66.527,59.732,145.793
124,1397,69.747,38,104,791.093,247.544,791.828,247.693,769,226,43,43,44.598,39.884,129.805
125,3381,65.141,38,107,968.195,286.509,968.813,284.929,936,251,63,70,69.427,62.005,93.547
126,2132,48.458,19,90,962.089,140.949,961.925,141.569,935,114,53,53,54.974,49.378,135.477
127,1864,58.968,14,114,884.237,19.713,879.526,21.241,857,0,53,43,54.134,43.842,169.475
128,3023,58.575,18,107,935.162,31.474,937.394,33.266,903,0,63,63,65.631,58.646,135.274
129,3456,47.073,21,82,1088.145,181.466,1087.707,181.01,1054,148,67,67,70.068,62.8,132.293
130,2931,48.329,18,99,1206.636,92.952,1205.028,95.816,1174,63,64,60,64.461,57.894,152.867
131,4340,65.347,34,106,1347.659,60.034,1346.129,59.983,1308,24,79,72,78.681,70.231,162.288
132,4891,87.443,59,126,1319.107,223.524,1318.605,224.798,1278,184,81,79,83.244,74.809,142.55
133,4233,58.91,26,107,1422.664,310.5,1424.178,313.049,1385,274,75,73,77.499,69.544,144.737
134,996,63.468,38,98,1406.136,139.478,1405.459,138.895,1388,121,35,37,37.579,33.746,66.533
135,3091,50.476,19,97,1538.147,444.027,1540.453,444.269,1504,414,67,60,66.176,59.472,4.716
136,1354,82.54,52,119,1295.1,459.009,1294.567,458.476,1275,437,40,44,43.931,39.243,107.777
137,4025,74.126,45,118,729.615,732.009,729.256,730.925,692,696,74,71,75.75,67.654,147.412
138,4891,78.252,34,120,1677.593,308.995,1677.416,310.409,1638,268,79,81,83.245,74.808,127.444
139,2889,56.384,34,99,1749.644,211.471,1748.14,211.218,1719,180,61,62,64.15,57.34,129.258
140,3605,57.852,21,104,1628.15,157.46,1627.095,160.136,1593,124,70,67,71.667,64.047,147.845
141,3670,56.514,29,107,1514.176,155.985,1514.491,157.358,1479,121,69,69,72.332,64.602,136.651
142,1027,63.861,38,113,1578.645,31.509,1577.334,29.905,1560,13,37,37,38.163,34.264,134.966
143,3284,48.317,22,97,1961.185,258.012,1962.091,259.563,1928,225,66,65,68.458,61.079,142.046
144,3012,52.375,33,96,1986.65,207.012,1987.902,205.207,1953,177,66,60,65.571,58.486,163.704
145,637,47.248,15,86,2038.806,128.734,2037.58,128.327,2026,110,22,37,36.987,21.928,91.271
