, ,Area,Mean,Min,Max,X,Y,XM,YM,BX,BY,Width,Height,Major,Minor,Angle,class
41,42,3001,153.175,82,217,519.632,820.5419999999999,518.972,820.6010000000001,486,791,66,59,66.09899999999999,57.806999999999995,18.047,2
42,43,4726,159.08700000000002,86,222,559.5980000000001,869.497,558.18,870.748,521,829,76,81,82.426,73.003,60.977,2
43,44,5612,143.51,83,216,628.138,879.971,628.1519999999999,880.2560000000001,580,842,95,76,94.589,75.542,7.229,2
44,45,5897,155.455,69,248,201.562,970.013,200.517,969.821,158,926,87,87,86.824,86.477,58.358000000000004,2
45,46,1668,110.815,44,161,66.119,848.4839999999999,67.812,849.965,42,825,47,47,46.333,45.836999999999996,21.564,2
46,47,2870,144.134,60,227,848.672,373.98400000000004,849.53,371.724,818,343,61,61,60.7,60.201,89.46700000000001,2
47,48,1558,97.436,25,172,879.113,533.533,881.995,532.57,856,511,45,45,44.739,44.34,96.42399999999999,2
48,49,1284,172.38400000000001,134,211,932.6339999999999,287.015,932.6260000000001,287.11400000000003,912,266,41,41,40.624,40.243,39.853,2
49,50,2355,161.361,120,222,819.125,177.40099999999998,819.153,177.463,789,150,59,54,63.608999999999995,47.138999999999996,144.39,2
50,51,996,127.155,88,162,1003.357,538.982,1003.073,539.305,985,521,36,36,35.721,35.501,75.992,2
51,52,1229,148.007,90,198,929.6339999999999,202.50599999999997,929.3919999999999,203.063,909,182,40,40,39.56,39.556,87.571,2
52,53,1299,181.07299999999998,149,213,920.607,118.50399999999999,920.607,118.654,900,98,41,41,40.67,40.668,87.94,2
53,54,1387,156.392,120,196,967.041,64.925,966.993,64.99,945,43,43,43,42.063,41.985,95.32600000000001,2
54,55,1196,161.947,119,200,1004.16,49.833999999999996,1004.6030000000001,49.913999999999994,984,30,40,39,39.174,38.873000000000005,107.523,2
55,56,875,114.88600000000001,78,159,439.559,702.2280000000001,439.295,701.701,422,685,34,34,33.383,33.373000000000005,171.95,2
56,57,1362,130.548,98,183,939.6310000000001,846.482,939.738,846.582,917,826,45,40,45.015,38.524,156.726,2
57,58,909,107.37799999999999,65,157,607.524,685.235,608.427,684.315,590,666,34,38,40.159,28.82,54.198,2
58,59,543,38.352,0,96,512.075,416.668,514.56,413.13699999999994,498,398,27,37,41.271,16.752,57.553000000000004,2
59,60,798,45.893,1,95,342.764,326.533,341.11400000000003,325.478,318,313,48,26,49.9,20.361,160.542,2
60,61,748,83.521,46,174,777.314,561.019,777.125,560.808,755,546,44,30,48.356,19.695,149.964,2
61,62,513,75.078,36,132,886.568,701.658,886.5,702.2180000000001,875,682,22,38,39.879,16.379,67.956,2
62,63,488,76.043,51,106,162.252,792.459,162.435,792.3489999999999,143,782,37,21,39.024,15.922,157.071,2
63,64,386,72.76899999999999,25,156,109.865,768.49,110.90100000000001,769.181,94,757,31,23,34.546,14.227,146.761,2
64,65,571,113.527,75,163,134.749,856.9960000000001,134.418,856.7639999999999,114,845,40,23,42.053999999999995,17.288,158.047,2
65,66,380,72.842,39,130,668.2260000000001,434.439,667.6039999999999,433.94,652,424,31,21,34.509,14.02,149.888,2
66,67,404,97.735,65,153,856.995,424.13599999999997,858.2489999999999,424.875,833,412,47,23,50.614,10.163,156.45,2
67,68,562,74.47,15,147,640.633,304.121,641.639,302.67900000000003,627,287,27,34,38.463,18.604,55.836999999999996,2
68,69,741,97.791,71,145,266.742,101.991,266.671,102.29799999999999,251,86,31,31,30.912,30.521,176.391,1
69,70,219,71.77600000000001,44,121,102.6,125.98899999999999,102.295,126.133,94,117,17,17,16.921,16.479,5.611000000000001,1
70,71,573,72.817,16,129,148.708,227.99400000000003,148.66899999999998,226.963,135,214,27,27,27.396,26.631,178.21400000000003,1
71,72,830,104.35799999999999,64,178,142.211,331.48199999999997,142.484,332.311,125,315,33,33,32.683,32.335,65.181,1
72,73,399,87.619,48,148,81.197,392.039,80.655,391.596,70,379,22,25,25.004,20.317,61.928000000000004,1
73,74,623,87.345,37,141,123.75399999999999,447.529,123.723,446.852,108,433,30,28,31.375999999999998,25.281,36.883,1
74,75,221,62.801,36,112,25.604,481.02,25.666999999999998,481.57099999999997,17,472,17,17,17.092,16.463,6.313,1
75,76,181,102.50299999999999,62,151,41.207,507.533,41.428999999999995,507.661,33,499,16,16,15.29,15.072000000000001,24.334,1
76,77,658,110.441,68,161,188.205,501.491,188.856,501.241,173,487,29,29,29.175,28.715999999999998,104.589,1
77,78,240,119.4,83,189,217.679,521.992,217.86,522.536,208,513,18,18,17.677,17.287,111.024,1
78,79,521,107.712,77,143,308.274,501.496,308.377,501.55,295,488,26,26,25.999000000000002,25.515,173.058,1
79,80,221,91.941,51,155,356.60400000000004,472.98,356.64,473.194,348,464,17,17,17.092,16.463,173.687,1
80,81,444,122.574,79,173,332.212,459.0,331.98400000000004,458.69699999999995,320,447,24,24,23.784000000000002,23.769000000000002,90.0,1
81,82,233,109.876,57,170,311.697,438.5,311.673,438.981,302,429,18,18,17.233,17.215,90.0,1
82,83,353,114.71700000000001,83,157,33.231,102.48,33.304,102.149,22,91,22,22,21.281999999999996,21.119,64.273,1
83,84,417,91.12200000000001,62,134,17.721,152.5,17.397000000000002,152.401,5,140,24,24,23.051,23.034000000000002,90.0,1
84,85,1125,70.514,24,132,504.111,179.968,504.407,178.94799999999998,486,158,35,43,41.961000000000006,34.135999999999996,86.31299999999999,1
85,86,317,83.454,46,147,432.402,61.765,432.92900000000003,61.417,421,51,22,21,22.348000000000003,18.06,141.749,1
86,87,200,75.53,44,123,470.16,79.785,470.05699999999996,79.582,461,71,17,17,17.835,14.277999999999999,138.365,1
87,88,197,90.645,54,142,367.01300000000003,144.464,367.339,144.597,359,136,16,17,17.426,14.394,128.825,1
88,89,258,101.399,75,142,390.19,187.85299999999998,390.12699999999995,187.783,381,178,18,20,20.249000000000002,16.222,66.735,1
89,90,311,112.77799999999999,91,140,444.50300000000004,267.69,444.63199999999995,267.70799999999997,434,257,20,21,20.02,19.779,89.94200000000001,1
90,91,339,110.065,77,166,395.704,308.332,396.05699999999996,308.52299999999997,385,298,21,21,20.834,20.718000000000004,75.828,1
91,92,202,97.045,53,164,516.401,115.73299999999999,516.617,115.685,508,107,16,17,16.232,15.844000000000001,102.194,1
92,93,776,93.899,64,132,612.17,40.0,612.24,39.88,596,24,32,32,31.436999999999998,31.429000000000002,90.0,1
93,94,270,92.819,53,128,564.144,62.0,564.349,62.036,554,52,19,19,18.546,18.537,90.0,1
94,95,346,96.321,63,137,647.72,242.0,647.63,241.72,636,231,22,22,21.15,20.829,137.428,1
95,96,427,87.398,48,164,714.683,265.5,714.4119999999999,265.215,702,253,24,24,23.323,23.311,90.0,1
96,97,442,102.081,75,153,742.2310000000001,272.502,742.555,272.096,730,260,24,24,23.921,23.526,166.838,1
97,98,569,52.838,11,127,829.753,260.496,830.452,260.07099999999997,815,246,28,28,26.926,26.906999999999996,90.796,1
98,99,262,69.92699999999999,40,118,582.668,358.985,582.56,359.37199999999996,573,349,19,19,18.39,18.14,131.785,1
99,100,476,107.49600000000001,65,178,752.212,390.99800000000005,751.954,390.32599999999996,739,378,25,25,24.625999999999998,24.611,90.56700000000001,1
100,101,288,61.722,11,141,973.191,474.486,973.9730000000001,476.026,963,464,20,20,19.2,19.099,122.939,1
101,102,456,85.52,32,156,962.2130000000001,454.99300000000005,961.005,453.721,949,442,25,25,24.103,24.088,91.771,1
102,103,519,109.539,72,169,914.2669999999999,36.51,914.118,36.274,901,23,26,26,25.889,25.525,5.567,1
103,104,681,123.963,83,175,821.711,91.99799999999999,822.065,92.061,806,77,30,30,29.537,29.355,123.60700000000001,1
104,105,363,108.74700000000001,80,146,736.701,103.50299999999999,736.5930000000001,103.31200000000001,725,92,22,22,21.506,21.491,89.215,1
105,106,409,118.682,90,157,708.722,130.512,708.6110000000001,130.45600000000002,697,119,23,23,22.829,22.811,86.855,1
106,107,326,124.22399999999999,90,179,714.212,169.99400000000003,714.6210000000001,169.929,703,159,21,21,20.382,20.365,91.66,1
107,108,636,129.002,93,172,891.763,318.992,891.73,318.625,877,304,29,29,28.586,28.328000000000003,9.263,1
108,109,490,118.141,80,177,817.2289999999999,325.994,817.404,325.575,804,313,26,26,24.986,24.969,91.53399999999999,1
109,110,566,119.89200000000001,87,177,670.212,336.5,670.301,336.55699999999996,656,323,27,27,27.182,26.511999999999997,116.09899999999999,1
110,111,692,117.31200000000001,81,179,518.2769999999999,324.53,518.349,324.137,503,309,30,30,29.905,29.463,27.142,1
111,112,837,103.916,71,145,707.703,439.5,707.7819999999999,439.856,691,423,33,33,32.65,32.64,90.0,1
112,113,943,97.037,50,164,989.67,414.98699999999997,990.68,414.10400000000004,972,397,35,35,34.921,34.383,149.798,1
113,114,454,107.742,74,150,880.76,595.004,880.8710000000001,595.0880000000001,868,583,25,24,24.122,23.963,96.24,1
114,115,658,108.33,73,163,961.716,704.985,961.9760000000001,704.5010000000001,947,690,29,29,29.164,28.726999999999997,15.206,1
115,116,658,109.603,71,153,457.205,565.491,457.506,565.114,442,551,29,29,29.175,28.715999999999998,104.589,1
116,117,336,100.515,65,159,435.17,523.009,435.91,522.81,424,512,21,21,20.689,20.678,86.98700000000001,1
117,118,404,116.045,89,152,322.233,573.0,322.327,572.918,310,561,23,23,22.69,22.671,90.0,1
118,119,421,82.335,55,134,397.723,635.02,397.17400000000004,634.8380000000001,385,623,24,24,23.209,23.095,125.78299999999999,1
119,120,388,103.946,53,151,417.74699999999996,657.044,418.36300000000006,657.505,406,645,23,23,22.323,22.13,88.01799999999999,1
120,121,435,101.41799999999999,72,138,427.684,744.505,427.86300000000006,744.635,415,732,24,24,23.54,23.528000000000002,88.568,1
121,122,738,111.31,73,157,147.709,741.018,147.634,741.387,132,725,31,31,30.737,30.57,176.325,1
122,123,198,128.54,98,172,608.268,627.0,608.497,626.774,599,618,17,17,15.895999999999999,15.86,90.0,1
123,124,921,85.92200000000001,39,141,738.7239999999999,683.993,739.39,682.363,721,666,35,35,34.591,33.9,37.351,1
124,125,677,137.461,101,194,722.679,998.5039999999999,723.0,998.6060000000001,707,983,30,30,29.364,29.355,88.58,1
125,126,655,98.925,57,155,455.76599999999996,839.5,456.726,839.695,441,825,29,29,28.888,28.869,90.0,1
126,127,810,105.552,53,171,675.242,641.014,676.301,641.38,658,624,33,33,32.122,32.107,86.788,1
127,128,554,114.245,84,169,165.229,429.0,165.365,428.889,151,415,27,27,26.566999999999997,26.551,90.0,1
