, ,Area,Mean,Min,Max,X,Y,XM,YM,BX,BY,Width,Height,Major,Minor,Angle,class
40,41,715,104.60600000000001,37,164,337.991,477.208,337.92199999999997,477.14300000000003,322,462,31,30,30.193,30.151999999999997,38.085,2
41,42,636,106.23299999999999,45,165,81.73100000000001,160.25,82.05799999999999,161.33,68,144,26,32,32.123000000000005,25.209,99.335,2
42,43,372,103.376,70,153,963.2610000000001,218.74200000000002,963.1469999999999,218.981,952,207,22,23,22.375,21.168000000000003,144.656,2
43,44,348,128.713,95,176,979.92,276.629,980.1060000000001,276.502,969,266,21,21,21.778000000000002,20.345,125.102,2
44,45,454,89.07700000000001,30,141,615.8330000000001,296.747,615.814,297.485,604,284,23,25,24.804000000000002,23.305,100.46600000000001,2
45,46,940,78.25,25,130,855.5089999999999,505.341,853.8989999999999,503.976,838,487,34,36,35.715,33.510999999999996,118.492,2
46,47,323,74.471,13,118,102.435,450.745,103.03,451.671,91,440,22,21,20.949,19.631,171.46099999999998,2
47,48,176,105.477,82,144,310.091,567.562,310.17,567.604,302,559,15,16,15.524000000000001,14.435,73.65100000000001,2
48,49,1032,85.736,36,144,210.175,852.987,208.854,852.7180000000001,192,834,36,38,37.434,35.101,107.186,2
49,50,455,77.49,24,148,376.168,926.544,375.789,926.487,364,914,24,25,24.885,23.28,109.288,2
50,51,291,81.622,53,116,198.998,934.304,199.392,934.552,189,924,19,20,19.809,18.704,106.397,2
51,52,580,62.479,26,130,471.186,137.076,471.45300000000003,135.725,452,122,38,30,44.468,16.607,35.884,2
52,53,202,96.84700000000001,57,162,427.144,198.297,427.68300000000005,198.476,417,188,20,21,26.155,9.833,133.424,2
53,54,593,81.83,36,166,456.67900000000003,260.385,456.56199999999995,260.22,433,239,46,42,59.65,12.658,137.51,2
54,55,1364,91.859,38,172,925.721,426.51199999999994,925.936,426.361,888,397,74,59,92.241,18.828,141.942,2
55,56,336,38.074,11,142,236.61,558.714,236.898,558.863,221,540,30,36,45.148999999999994,9.475,50.56,2
56,57,222,33.023,1,106,131.221,577.856,132.365,578.637,119,568,23,20,28.346,9.972000000000001,140.89600000000002,2
57,58,736,60.688,30,127,483.50800000000004,571.122,483.152,572.136,467,548,32,45,51.67100000000001,18.136,58.461999999999996,2
58,59,410,85.024,46,157,357.73199999999997,645.461,357.68,645.175,342,632,31,27,38.16,13.68,139.30700000000002,2
59,60,548,80.493,26,145,471.23400000000004,688.945,471.62699999999995,688.9630000000001,447,668,47,41,59.717,11.684000000000001,138.953,2
60,61,519,77.969,30,149,261.27299999999997,812.91,260.893,812.1239999999999,238,792,45,41,59.108000000000004,11.18,137.71200000000002,2
61,62,217,43.687,16,90,305.91,800.8589999999999,305.263,800.805,291,787,29,28,37.979,7.275,135.266,2
62,63,248,76.859,39,145,815.012,997.2660000000001,815.925,995.944,803,978,23,37,42.082,7.502999999999999,58.247,2
63,64,193,83.197,59,115,97.47399999999999,41.915,97.663,41.943000000000005,89,33,16,17,17.259,14.239,55.208999999999996,1
64,65,211,62.536,38,106,365.111,153.69,364.936,154.209,356,145,17,17,18.121,14.825,47.637,1
65,66,140,70.936,41,132,563.3,170.6,563.387,169.99,557,163,12,15,15.014000000000001,11.873,90.21600000000001,1
66,67,263,72.559,29,129,632.629,204.675,632.75,204.78900000000002,622,196,20,17,20.243,16.542,27.359,1
67,68,235,109.706,66,189,842.172,100.611,843.0160000000001,100.72,834,90,16,20,19.007,15.743,96.97200000000001,1
68,69,234,76.444,36,139,823.6110000000001,117.944,823.737,118.221,815,108,17,19,18.982,15.696,113.64,1
69,70,90,86.244,56,156,950.1439999999999,268.422,950.385,268.492,944,262,11,12,11.863,9.66,124.354,1
70,71,128,61.445,39,98,731.867,313.797,732.2289999999999,313.663,725,306,13,15,14.049000000000001,11.6,70.426,1
71,72,192,66.755,40,105,719.885,386.745,720.0260000000001,387.056,712,378,15,17,17.398,14.050999999999998,107.166,1
72,73,144,103.035,62,186,687.2639999999999,372.472,687.5319999999999,372.151,680,365,14,14,15.208,12.056,142.681,1
73,74,207,100.85,62,189,605.621,374.017,605.9169999999999,374.131,598,364,15,19,18.25,14.442,79.54,1
74,75,182,91.319,61,162,410.621,321.51599999999996,411.17800000000005,321.204,403,312,14,18,17.503,13.239,79.133,1
75,76,143,76.203,40,120,470.63300000000004,325.52099999999996,470.483,325.967,463,318,14,14,15.142999999999999,12.024000000000001,134.908,1
76,77,192,82.396,47,134,429.161,349.05199999999996,429.37300000000005,349.347,421,340,15,18,17.922,13.64,66.38600000000001,1
77,78,102,87.088,43,164,396.225,359.04900000000004,395.861,359.49300000000005,390,353,12,12,12.765999999999998,10.173,51.701,1
78,79,117,68.205,36,115,463.15,371.585,463.041,371.346,457,365,12,13,13.625,10.934000000000001,53.744,1
79,80,233,74.622,26,152,95.655,252.084,96.53200000000001,251.606,87,242,17,19,19.532,15.189,54.113,1
80,81,116,54.638000000000005,38,80,68.62899999999999,225.99099999999999,68.53399999999999,225.93,62,219,12,14,13.912,10.616,63.353,1
81,82,359,64.85,13,124,58.255,408.98199999999997,58.458,408.405,47,398,22,22,24.329,18.788,132.657,1
82,83,278,58.733999999999995,24,141,24.441999999999997,505.37800000000004,24.996,504.05699999999996,16,494,17,22,21.128,16.753,88.09700000000001,1
83,84,126,56.888999999999996,28,108,8.5,442.0,7.931,442.218,1,435,14,13,14.339,11.187999999999999,36.672,1
84,85,93,69.763,37,103,592.64,518.758,592.4540000000001,518.7230000000001,587,512,11,13,12.232000000000001,9.681000000000001,67.741,1
85,86,279,75.53,49,148,734.565,660.9839999999999,734.92,660.737,723,652,22,17,21.574,16.465999999999998,175.135,1
86,87,316,74.282,42,121,682.168,650.75,682.198,650.293,671,641,22,19,22.718000000000004,17.711,23.836,1
87,88,127,74.52,45,135,652.516,640.957,653.064,641.269,645,634,14,13,14.292,11.314,142.44799999999998,1
88,89,209,83.52600000000001,50,147,480.897,619.356,480.69,619.924,472,610,17,18,18.660999999999998,14.26,51.347,1
89,90,66,79.515,52,123,433.061,634.773,433.281,634.643,428,629,9,11,10.373,8.101,116.309,1
90,91,161,71.298,41,116,204.382,591.668,204.50799999999998,591.771,196,585,16,13,16.082,12.747,18.645,1
91,92,57,84.912,53,129,312.36,537.482,312.293,537.262,308,532,8,10,9.494,7.644,110.664,1
92,93,114,49.465,20,123,259.41200000000003,687.018,260.017,686.245,253,680,12,14,13.525,10.732000000000001,73.608,1
93,94,190,58.437,32,122,289.026,715.432,289.498,715.097,280,707,17,16,17.444000000000003,13.868,142.576,1
94,95,247,46.74100000000001,13,98,227.2,712.5039999999999,227.16299999999998,711.71,218,702,17,20,19.951,15.763,71.619,1
95,96,179,60.48,21,122,223.433,770.623,223.83,770.67,216,762,14,17,17.340999999999998,13.142999999999999,101.82,1
96,97,180,65.539,31,121,183.767,767.9,183.75400000000002,767.947,175,760,17,15,17.13,13.379000000000001,148.168,1
97,98,235,75.96600000000001,38,140,364.504,714.67,364.88599999999997,715.18,354,706,20,17,19.590999999999998,15.273,152.41,1
98,99,66,81.197,39,145,371.152,744.773,371.17800000000005,744.33,365,740,11,9,10.427999999999999,8.059,29.596,1
99,100,99,73.414,31,129,428.631,896.429,428.535,896.4169999999999,422,890,12,12,12.478,10.102,132.329,1
100,101,130,71.054,46,112,162.092,839.6310000000001,162.245,839.7139999999999,154,833,15,12,14.557,11.370999999999999,176.604,1
101,102,84,81.548,55,121,130.75,840.3810000000001,130.92,840.372,125,834,11,12,11.767000000000001,9.089,63.111000000000004,1
102,103,183,53.016000000000005,17,138,31.101,860.5930000000001,32.327,861.24,22,853,17,15,17.459,13.345,141.19,1
103,104,195,77.328,45,149,771.6439999999999,636.192,771.248,635.9019999999999,763,628,16,16,17.935,13.844000000000001,51.92,1
104,105,104,71.087,44,135,767.154,652.712,766.922,653.163,761,646,12,13,13.190999999999999,10.039,39.6,1
105,106,172,69.087,42,99,717.948,703.1160000000001,717.953,702.755,710,695,15,16,16.6,13.193,118.66,1
106,107,113,93.40700000000001,58,164,971.5,635.5,971.81,635.533,964,630,14,11,13.369000000000002,10.762,2.562,1
107,108,304,77.664,45,161,936.2660000000001,835.635,936.9960000000001,835.363,925,826,22,19,22.608,17.121,160.631,1
108,109,164,95.98200000000001,49,170,857.4630000000001,803.939,857.5239999999999,804.3860000000001,850,796,14,16,16.512999999999998,12.645,61.397,1
109,110,118,107.75399999999999,69,159,883.797,816.678,883.9789999999999,816.803,877,810,13,13,14.17,10.603,126.743,1
110,111,187,83.18700000000001,51,126,930.163,943.553,930.2610000000001,943.711,922,935,16,16,17.337,13.734000000000002,139.907,1
111,112,271,69.712,45,106,992.7510000000001,973.4630000000001,992.985,973.439,982,965,21,17,20.912,16.5,176.43099999999998,1
112,113,89,74.494,53,96,948.3430000000001,1012.59,948.2189999999999,1012.665,942,1007,12,10,12.094000000000001,9.37,5.568,1
113,114,109,66.661,34,103,598.096,1009.638,598.3330000000001,1009.303,592,1002,11,14,13.294,10.439,96.088,1
114,115,245,65.682,34,113,223.692,369.961,223.72099999999998,370.04,215,360,16,20,20.229,15.421,89.42,1
115,116,39,84.795,59,116,438.167,882.91,438.095,882.956,435,879,6,8,7.938,6.256,85.488,1
116,117,36,105.02799999999999,79,136,445.806,860.056,445.776,860.052,442,856,7,7,7.496,6.115,30.752,1
117,118,35,107.37100000000001,90,154,501.44300000000004,303.786,501.335,303.953,498,300,7,7,7.535,5.914,48.071000000000005,1
118,119,151,71.66199999999999,33,136,986.1560000000001,328.983,986.495,329.19300000000004,979,321,14,15,15.8,12.168,48.92100000000001,1
119,120,271,93.273,58,145,520.6659999999999,425.851,521.225,426.043,511,415,18,21,20.979,16.448,66.64699999999999,1
120,121,219,100.98200000000001,61,166,719.158,524.45,719.72,524.563,711,514,15,20,19.253,14.482999999999999,84.405,1
