, ,Area,Mean,Min,Max,X,Y,XM,YM,BX,BY,Width,Height,Major,Minor,Angle,class
75,76,2298,56.021,33,97,47.144,515.0,47.294,516.365,20,488,54,54,54.093,54.09,89.82700000000001,1
76,77,3218,67.602,44,106,33.175,346.004,33.515,344.73800000000006,1,314,64,64,64.012,64.008,88.675,1
77,78,2654,48.231,21,78,221.16400000000002,460.99,221.308,462.61400000000003,192,432,58,58,58.133,58.129,93.56,1
78,79,1928,58.803000000000004,26,115,242.06799999999998,377.00800000000004,242.025,375.365,217,352,50,50,49.54600000000001,49.54600000000001,83.089,1
79,80,1580,64.134,39,101,128.04,426.996,127.679,427.35400000000004,105,404,45,45,44.852,44.852,96.34,1
80,81,2324,39.155,16,61,446.094,608.999,446.631,608.797,418,581,55,55,54.397,54.396,90.785,1
81,82,2266,67.266,42,97,596.111,669.012,596.014,668.6139999999999,569,642,54,54,53.761,53.667,119.874,1
82,83,3632,50.657,24,85,356.17400000000004,788.01,357.155,786.8,321,753,69,69,68.005,68.001,86.64399999999999,1
83,84,1972,62.897,34,97,222.0,785.0,221.84599999999998,784.7610000000001,196,759,51,51,50.108000000000004,50.108000000000004,0.0,1
84,85,2324,59.978,39,90,261.094,716.0010000000001,261.634,716.332,233,688,55,55,54.397,54.396,89.215,1
85,86,4488,56.593999999999994,33,87,795.1110000000001,883.998,794.415,883.6160000000001,757,846,76,76,75.594,75.592,90.92,1
86,87,1662,67.34100000000001,40,108,104.07600000000001,935.528,105.156,935.883,80,912,47,47,46.152,45.851000000000006,75.949,1
87,88,5042,55.653,28,98,367.05,949.007,365.115,949.2460000000001,326,908,81,81,80.123,80.123,82.154,1
88,89,1197,63.49,37,107,605.634,959.502,606.276,960.164,586,940,39,39,39.041,39.037,89.28399999999999,1
89,90,1646,58.202,35,96,689.058,904.0,688.812,903.3580000000001,666,881,46,46,45.78,45.778999999999996,90.0,1
90,91,1607,60.667,34,104,815.5989999999999,1033.502,816.404,1033.515,792,1010,46,46,45.235,45.233000000000004,88.919,1
91,92,1398,65.234,38,101,975.1339999999999,1075.487,975.54,1074.9489999999998,953,1054,43,43,42.336000000000006,42.044,154.187,1
92,93,1383,62.477,35,96,952.1419999999999,1174.496,953.06,1173.522,931,1153,42,42,42.324,41.605,167.65,1
93,94,5512,39.791,15,84,853.086,1264.49,853.11,1262.143,811,1222,84,84,84.012,83.537,53.994,1
94,95,1478,37.446999999999996,10,83,1007.0319999999999,1234.587,1008.72,1231.5710000000001,985,1212,44,44,43.576,43.185,145.65200000000002,1
95,96,2704,45.17100000000001,20,87,984.4839999999999,960.709,983.543,962.3689999999999,955,931,59,59,58.695,58.657,62.24100000000001,1
96,97,2279,37.143,15,79,1225.72,1029.984,1226.95,1029.906,1198,1003,55,54,54.035,53.7,79.23100000000001,1
97,98,3838,66.35,43,97,627.18,507.99300000000005,627.352,507.425,592,473,70,70,69.907,69.903,92.155,1
98,99,2894,59.632,32,87,490.12800000000004,409.99,490.523,409.916,459,379,61,61,60.703,60.701,94.316,1
99,100,2432,66.1,38,98,1194.093,879.992,1194.145,878.903,1166,852,56,56,55.647,55.646,94.785,1
100,101,1556,79.253,50,111,1271.08,937.992,1271.251,937.685,1248,915,45,45,44.511,44.51,95.52799999999999,1
101,102,2496,60.382,38,87,1423.1229999999998,933.0,1422.766,933.182,1394,904,57,57,56.375,56.373000000000005,90.0,1
102,103,1800,61.074,37,91,1499.075,879.002,1499.559,877.977,1474,854,49,49,47.873999999999995,47.873000000000005,88.727,1
103,104,4026,53.434,26,99,1404.175,1116.999,1405.993,1114.25,1368,1081,72,72,71.598,71.595,90.325,1
104,105,2743,35.912,14,89,1741.1329999999998,959.071,1741.181,956.054,1711,927,59,63,68.45100000000001,51.022,51.187,1
105,106,1522,55.175,35,76,1935.057,664.0,1934.3870000000002,664.495,1912,641,45,45,44.022,44.021,90.0,1
106,107,2656,46.233999999999995,22,80,1961.175,862.002,1962.2939999999999,861.7360000000001,1931,832,59,59,58.155,58.15,89.262,1
107,108,2018,54.711999999999996,30,82,1376.089,464.99800000000005,1375.819,465.361,1350,439,51,51,50.69,50.68899999999999,91.59100000000001,1
108,109,1742,61.809,40,91,1429.1329999999998,449.0,1429.156,448.101,1405,425,48,48,47.097,47.093999999999994,90.0,1
