, ,Area,Mean,Min,Max,X,Y,XM,YM,BX,BY,Width,Height,Major,Minor,Angle,class
20,21,293,95.29,58,129,622.4830000000001,414.811,622.4019999999999,414.528,610,405,24,19,27.29,13.67,34.374,0
21,22,1113,94.50200000000001,50,134,965.0210000000001,316.779,965.357,316.161,949,291,31,51,53.086999999999996,26.694000000000003,71.445,0
22,23,974,112.24600000000001,62,163,896.773,383.38,896.133,383.397,868,370,57,26,57.986000000000004,21.386999999999997,166.61900000000003,0
23,24,225,83.191,38,123,945.5269999999999,377.45099999999996,945.09,377.20300000000003,934,370,22,15,22.818,12.555,154.547,0
24,25,282,106.865,71,134,982.6210000000001,439.986,982.808,440.223,972,428,20,23,25.928,13.847999999999999,51.528,0
25,26,2860,120.444,58,183,804.4580000000001,445.56300000000005,804.547,446.029,772,414,64,62,72.086,50.516000000000005,43.238,0
26,27,640,99.75200000000001,46,154,832.408,469.642,832.62,470.227,816,452,32,34,41.251999999999995,19.754,48.397,0
27,28,726,105.37200000000001,35,158,737.0319999999999,422.145,737.37,423.517,717,407,39,30,43.725,21.141,148.30700000000002,0
28,29,143,92.21,60,124,685.472,414.087,685.138,414.194,677,407,16,13,16.988,10.718,29.855999999999998,0
29,30,1166,94.581,51,130,560.423,341.329,560.457,340.972,546,310,28,62,62.434,23.779,103.272,0
30,31,1060,109.814,67,142,912.1310000000001,582.113,912.064,582.214,890,558,44,47,59.168,22.81,47.687,0
31,32,236,106.941,64,150,950.1139999999999,574.487,950.169,574.8240000000001,940,565,19,18,20.382,14.743,138.671,0
32,33,531,124.352,81,178,857.257,599.067,857.382,599.268,844,582,26,34,36.974000000000004,18.285,120.735,0
33,34,248,94.98,65,127,795.9069999999999,653.2819999999999,796.0369999999999,653.158,788,641,15,24,25.118000000000002,12.571,68.693,0
34,35,206,92.573,56,153,930.1410000000001,701.83,930.301,701.7610000000001,922,691,15,21,22.916999999999998,11.445,62.464,0
35,36,418,109.868,68,136,677.278,787.455,676.795,787.34,661,777,31,21,33.096,16.081,154.638,0
36,37,1496,160.6,74,240,783.3810000000001,545.035,783.5210000000001,545.158,760,522,46,46,54.823,34.744,44.089,0
37,38,89,110.39299999999999,78,141,488.25300000000004,467.039,488.156,466.88800000000003,482,461,12,11,12.995999999999999,8.719,144.523,0
38,39,311,103.56299999999999,76,124,339.635,570.5319999999999,339.61300000000006,570.514,330,557,19,27,29.788,13.293,118.823,0
39,40,204,96.09299999999999,64,133,48.583,594.3969999999999,48.638000000000005,594.409,40,586,17,17,19.055999999999997,13.63,44.714,0
40,41,362,79.539,59,103,134.08,634.644,134.13,634.511,126,619,16,31,31.267,14.741,102.16,0
41,42,147,92.605,68,116,108.963,652.514,108.844,652.6,102,643,13,19,20.008,9.355,65.259,0
42,43,317,127.492,74,165,40.222,725.6289999999999,40.191,725.7760000000001,25,718,29,15,29.281,13.784,165.859,0
43,44,917,125.927,70,178,74.127,820.7919999999999,73.399,820.798,53,802,42,37,50.114,23.298000000000002,141.266,0
44,45,345,83.226,52,117,179.317,816.181,178.769,816.914,168,802,21,28,30.373,14.462,57.993,0
45,46,379,87.678,48,139,133.094,846.336,132.87,845.686,124,831,18,31,31.997,15.081,109.93,0
46,47,542,91.17,44,139,266.732,884.148,267.055,884.36,255,865,22,37,38.468,17.94,69.98100000000001,0
47,48,2000,120.625,73,175,151.496,955.52,151.528,955.2189999999999,124,930,54,51,60.345,42.199,40.997,0
48,49,336,89.949,65,124,264.19599999999997,973.955,264.1,973.7739999999999,248,965,31,17,31.897,13.412,161.27200000000002,0
49,50,76,70.882,39,95,425.0,863.0,425.022,863.284,419,857,11,11,12.127,7.979,47.87,0
50,51,4707,146.453,70,210,478.736,737.449,479.713,737.065,441,696,75,82,81.656,73.395,77.47399999999999,0
51,52,422,98.96700000000001,61,150,397.37699999999995,645.675,397.735,645.994,384,635,26,21,26.092,20.593000000000004,168.957,0
52,53,493,111.79899999999999,77,145,377.95599999999996,684.654,377.675,685.1389999999999,366,666,23,37,39.378,15.940999999999999,64.597,0
53,54,283,102.413,74,131,507.832,661.415,507.955,661.561,501,646,13,30,30.002,12.01,91.352,0
54,55,374,83.93,59,130,452.93300000000005,647.15,453.36699999999996,647.067,445,630,15,34,33.998000000000005,14.005999999999998,89.119,0
55,56,89,72.539,40,91,680.961,688.084,681.0830000000001,687.556,676,679,9,17,16.732,6.773,71.317,0
56,57,262,75.015,56,99,397.412,537.698,397.431,537.751,389,526,16,23,21.899,15.232999999999999,99.579,0
57,58,81,70.58,54,89,638.698,543.9069999999999,638.615,543.701,634,537,9,13,12.035,8.568999999999999,82.15799999999999,0
58,59,310,114.59,83,155,219.68099999999998,727.084,219.572,726.857,208,717,22,20,23.644000000000002,16.692999999999998,37.68,0
59,60,2296,106.294,39,163,512.841,211.804,513.3330000000001,210.702,489,180,47,63,64.185,45.54600000000001,106.037,0
60,61,450,91.213,59,134,59.282,478.04400000000004,59.056000000000004,478.214,46,466,26,24,28.756999999999998,19.924,38.972,0
61,62,195,62.097,34,91,679.638,348.587,680.0089999999999,348.208,671,340,16,17,18.811,13.199000000000002,53.732,0
62,63,134,59.731,38,95,698.7460000000001,353.306,698.926,353.309,692,346,13,14,15.612,10.929,49.495,0
63,64,174,79.914,46,112,825.632,258.29900000000004,825.587,258.95099999999996,819,249,13,18,17.374000000000002,12.752,91.791,0
64,65,174,56.098,39,93,1013.8969999999999,239.73,1013.8810000000001,239.938,1006,231,15,17,17.593,12.593,50.669,0
65,66,299,74.59899999999999,52,116,40.159,158.273,40.101,158.233,30,147,20,22,23.122,16.465,129.95,0
66,67,684,97.26899999999999,55,140,267.902,41.288999999999994,267.789,41.38,253,26,29,30,29.914,29.113000000000003,67.29,2
67,68,575,99.273,69,138,223.44799999999998,116.5,223.33599999999998,116.604,209,102,28,28,27.247,26.869,149.27,2
68,69,6921,118.079,32,198,443.101,171.99200000000002,442.401,170.447,396,124,94,95,94.639,93.11200000000001,71.813,2
69,70,272,66.41199999999999,35,92,517.474,89.99600000000001,516.9490000000001,89.62,508,80,19,19,18.778,18.442999999999998,6.671,2
70,71,373,61.185,39,106,872.672,24.976999999999997,872.475,24.888,861,13,22,23,22.188000000000002,21.404,93.986,2
71,72,288,63.288000000000004,32,88,938.497,256.72900000000004,938.2410000000001,256.714,928,247,20,19,19.311,18.989,140.961,2
72,73,1977,136.664,88,206,239.042,447.954,238.94,448.07,214,422,50,51,50.637,49.71,83.949,2
73,74,611,124.046,74,201,310.259,399.477,310.175,399.31800000000004,296,385,28,29,28.029,27.755,101.359,2
74,75,1308,96.69200000000001,16,154,284.067,489.50199999999995,285.683,490.218,263,468,41,42,41.202,40.42,94.102,2
75,76,647,117.141,61,172,25.928,492.539,25.18,492.70099999999996,11,478,29,29,28.865,28.539,119.749,2
76,77,169,70.538,56,94,544.299,508.973,544.325,509.139,536,501,16,15,14.975,14.369000000000002,150.445,2
77,78,678,116.445,45,185,661.416,616.482,660.784,615.942,646,601,30,30,29.785999999999998,28.982,110.906,2
78,79,2705,105.37,36,178,824.19,780.047,825.683,778.9910000000001,790,753,67,54,69.17399999999999,49.788999999999994,22.619,2
79,80,301,117.91,86,164,771.145,270.45,771.3789999999999,270.493,761,259,19,22,22.515,17.022000000000002,120.26299999999999,2
80,81,664,101.485,44,156,847.727,366.48900000000003,847.0360000000001,367.02099999999996,833,350,28,32,31.118000000000002,27.169,98.976,2
81,82,334,95.413,62,137,908.8710000000001,466.934,908.975,466.779,898,456,21,22,22.275,19.090999999999998,122.545,2
82,83,267,80.079,41,119,943.421,489.024,943.377,489.293,934,479,18,20,19.941,17.048,127.986,2
83,84,344,85.95100000000001,50,121,46.166000000000004,952.567,45.858999999999995,952.893,35,941,21,22,22.594,19.385,129.899,2
84,85,748,116.265,63,174,202.854,919.301,202.924,919.13,187,902,30,34,33.391,28.522,112.22399999999999,2
85,86,944,114.391,54,163,405.344,954.613,405.246,954.304,389,935,32,38,37.319,32.207,93.319,2
86,87,655,94.97399999999999,52,156,962.7139999999999,543.477,962.997,544.4209999999999,949,527,27,32,31.166,26.759,95.294,2
87,88,833,91.06200000000001,34,170,849.188,522.489,849.6560000000001,524.327,833,504,31,36,35.332,30.018,95.5,2
88,89,293,48.754,20,93,866.1619999999999,749.503,865.4060000000001,749.3430000000001,855,737,21,24,27.588,13.522,50.873000000000005,2
89,90,595,68.336,27,137,752.043,676.803,751.0939999999999,676.914,738,659,27,35,39.304,19.275,57.825,2
90,91,414,60.118,29,133,672.1519999999999,905.8430000000001,672.0939999999999,905.122,656,890,31,32,42.388999999999996,12.435,133.572,2
91,92,177,49.949,27,97,86.766,738.201,86.495,738.586,77,727,18,21,25.223000000000003,8.935,51.718999999999994,2
92,93,132,41.333,22,79,320.205,823.576,320.307,824.1,312,814,16,18,21.641,7.766,50.238,2
93,94,347,47.533,23,131,203.66099999999997,480.339,204.037,480.834,182,459,42,42,57.998000000000005,7.617999999999999,135.0,2
94,95,226,40.044000000000004,10,155,670.243,430.496,669.5930000000001,429.784,654,413,32,35,46.228,6.225,131.78799999999998,2
95,96,79,27.291,5,49,481.93,98.03200000000001,482.287,98.01799999999999,475,91,13,13,16.026,6.276,45.637,2
96,97,346,76.064,42,126,251.43400000000003,329.173,251.084,328.74300000000005,233,312,37,34,48.375,9.107000000000001,138.365,2
97,98,338,86.51799999999999,64,133,905.846,806.4169999999999,905.804,806.551,887,790,37,33,47.951,8.975,138.03799999999998,2
98,99,204,87.755,64,138,932.6419999999999,778.936,933.1,778.673,919,765,27,27,37.372,6.95,45.537,2
99,100,234,70.509,42,141,868.013,442.06,868.087,441.76,849,421,37,42,54.034,5.513999999999999,49.115,2
100,101,104,54.183,28,101,19.635,140.635,20.012999999999998,140.43,13,134,12,12,11.626,11.389000000000001,45.023,1
101,102,156,59.06399999999999,35,98,149.346,132.0,149.27,132.049,143,124,12,16,16.348,12.15,90.0,1
102,103,214,61.519,17,115,501.80800000000005,121.598,502.145,121.31299999999999,494,112,15,19,18.84,14.462,106.23200000000001,1
103,104,82,61.268,24,100,554.378,51.244,555.026,51.354,549,46,11,10,11.655999999999999,8.957,148.08,1
104,105,35,63.543,45,94,646.243,9.957,646.425,9.947000000000001,643,6,6,8,7.805,5.71,110.67,1
105,106,60,77.017,42,118,606.067,12.1,606.39,11.753,602,7,8,10,9.969,7.662999999999999,66.565,1
106,107,133,71.64699999999999,34,128,979.177,179.47,978.7639999999999,179.301,972,172,14,14,14.823,11.424000000000001,48.333,1
107,108,54,74.185,51,115,844.6669999999999,266.14799999999997,844.748,266.092,841,261,7,10,9.743,7.057,85.23299999999999,1
108,109,108,55.388999999999996,41,94,746.1110000000001,312.0,746.435,312.0,740,305,11,14,13.52,10.171,84.13,1
109,110,108,61.333,38,123,663.148,267.065,663.4860000000001,267.129,657,261,12,12,13.68,10.052,48.915,1
110,111,84,81.69,41,142,823.143,302.655,823.7719999999999,302.125,818,297,10,11,11.613,9.21,63.751000000000005,1
111,112,52,75.0,55,99,638.538,353.423,638.677,353.214,634,348,8,10,9.168,7.222,85.7,1
112,113,59,82.74600000000001,59,136,651.4490000000001,473.63599999999997,651.768,473.46,647,468,8,11,10.014,7.502000000000001,93.271,1
113,114,141,99.574,59,174,673.145,528.145,673.638,527.5369999999999,665,521,15,13,15.075,11.909,24.891,1
114,115,58,90.569,46,130,897.69,345.741,898.013,345.75300000000004,892,341,10,9,9.724,7.595,149.593,1
115,116,80,67.362,54,107,552.55,227.525,552.741,227.50799999999998,548,221,9,12,11.394,8.94,71.375,1
116,117,80,77.55,47,123,376.55,324.525,376.45599999999996,325.047,372,318,9,12,11.394,8.94,71.375,1
117,118,106,71.179,40,107,351.05699999999996,303.39599999999996,350.846,302.999,345,296,11,14,13.31,10.14,83.132,1
118,119,220,77.127,34,119,75.723,254.018,75.43,254.03,67,245,17,18,19.111,14.657,46.942,1
119,120,163,74.945,26,139,501.39,304.64099999999996,502.459,303.942,493,298,16,13,16.234,12.784,167.043,1
120,121,70,82.8,43,147,270.77099999999996,397.986,271.004,397.681,266,392,9,11,10.940999999999999,8.146,122.273,1
121,122,90,76.111,46,138,712.1,562.0,712.4010000000001,562.63,707,556,10,12,12.110999999999999,9.462,90.0,1
122,123,147,100.55799999999999,49,182,819.405,644.895,819.7310000000001,644.46,813,637,12,16,15.856,11.804,98.596,1
123,124,111,85.14399999999999,52,127,681.743,573.635,681.89,573.7909999999999,676,567,11,13,13.479000000000001,10.485,111.376,1
124,125,96,72.76,48,131,131.385,585.2919999999999,131.588,585.759,126,578,10,14,12.944,9.443,84.264,1
125,126,206,100.485,56,178,981.3639999999999,776.0,982.1030000000001,776.7389999999999,974,766,14,19,18.480999999999998,14.192,90.0,1
126,127,187,103.096,54,189,564.131,993.2860000000001,564.215,993.882,556,984,15,18,17.839000000000002,13.347000000000001,116.46,1
127,128,70,90.7,57,132,481.4,796.0139999999999,481.54900000000004,796.2639999999999,477,790,9,11,10.405999999999999,8.565,110.40700000000001,1
128,129,70,97.029,65,180,414.914,793.257,414.829,792.7660000000001,410,788,9,11,10.886,8.187000000000001,89.759,1
129,130,152,86.48,57,138,66.862,630.664,67.079,630.8480000000001,60,622,13,17,15.939,12.142000000000001,90.22200000000001,1
130,131,199,102.085,64,152,57.525,652.646,57.317,652.99,49,644,16,17,18.349,13.809000000000001,123.48,1
131,132,74,90.29700000000001,60,137,69.77,717.9860000000001,69.96600000000001,717.5369999999999,65,712,9,11,10.753,8.762,68.21600000000001,1
132,133,190,104.52600000000001,59,170,954.863,711.295,955.553,710.7389999999999,946,703,17,16,17.875,13.533,42.8,1
133,134,199,108.573,57,171,864.153,906.033,863.7080000000001,906.326,856,897,16,17,18.053,14.035,49.93600000000001,1
134,135,199,81.342,45,158,348.11800000000005,517.992,348.219,517.457,340,509,15,18,18.25,13.883,105.118,1
