 ,Area,Mean,Min,Max,X,Y,XM,YM,BX,BY,Width,Height,Major,Minor,Angle
65,622,67.508,33,113,886.215,349.982,885.705,349.700,871,335,29,29,28.148,28.135,94.693
66,224,82.487,52,136,799.098,364.567,799.351,363.941,790,356,17,17,17.192,16.589,79.147
67,255,56.773,16,94,727.194,397.465,727.308,397.175,717,388,19,19,18.172,17.867,11.646
68,316,54.528,31,95,952.177,357.000,952.431,356.633,942,347,20,20,20.065,20.052,90.000
69,491,67.862,41,107,367.262,368.484,367.692,369.069,354,355,26,26,25.057,24.950,144.413
70,360,88.283,42,140,314.678,334.000,314.355,333.749,303,323,22,22,21.683,21.139,118.576
71,452,62.299,36,94,426.212,310.000,426.932,309.841,414,298,24,24,23.997,23.982,90.000
72,425,58.826,31,96,451.719,266.018,451.263,265.371,439,254,24,24,23.388,23.137,136.343
73,652,54.097,26,108,699.706,284.025,699.284,283.728,685,269,29,29,28.919,28.706,167.871
74,172,62.698,32,104,76.145,377.500,76.359,377.914,68,370,15,15,15.141,14.464,90.000
75,316,65.630,23,112,56.177,398.000,56.108,397.931,46,388,20,20,20.065,20.052,90.000
76,649,53.239,15,98,269.743,412.018,268.816,411.391,255,397,29,29,28.898,28.595,8.363
77,328,54.320,28,87,292.168,434.997,292.947,435.643,281,424,21,21,20.441,20.430,91.042
78,225,62.693,40,98,298.602,404.522,299.107,404.954,289,395,18,18,16.928,16.923,77.735
79,306,61.895,26,136,169.186,525.500,168.071,526.459,159,515,20,20,20.153,19.333,9.190
80,788,112.749,83,177,129.216,650.000,128.915,650.890,113,634,32,32,31.681,31.669,90.000
81,480,108.183,73,169,53.706,651.979,53.441,651.266,41,639,25,25,25.075,24.373,21.726
82,247,75.704,46,127,74.670,684.949,74.457,684.214,65,676,18,18,18.096,17.379,76.612
83,272,63.893,15,109,177.096,866.993,177.347,867.639,167,857,19,19,18.612,18.608,94.399
84,294,87.622,46,152,259.221,617.500,259.029,616.672,249,607,20,20,19.476,19.220,0.000
85,476,92.370,65,153,348.212,641.002,348.010,640.490,335,628,25,25,24.626,24.611,89.433
86,290,88.731,60,129,312.745,660.000,312.564,659.705,302,650,20,20,19.367,19.065,23.257
87,255,66.725,40,103,552.716,712.986,552.822,713.399,543,703,19,19,18.190,17.850,79.308
88,225,75.093,41,113,524.602,679.522,524.297,679.670,515,670,18,18,16.928,16.923,77.735
89,305,108.030,64,154,472.680,700.484,472.650,700.197,462,690,20,20,19.713,19.700,95.194
90,214,98.664,70,145,440.547,632.000,440.518,632.304,432,623,17,17,16.643,16.372,0.000
91,391,98.570,61,148,548.206,521.528,548.315,521.933,536,510,23,23,22.360,22.265,10.627
92,434,69.650,31,107,574.267,480.498,574.457,479.737,562,468,24,24,23.673,23.343,21.731
93,225,73.169,35,111,905.602,496.522,905.066,495.855,896,487,18,18,16.928,16.923,77.735
94,294,68.969,33,117,934.718,577.000,933.899,576.415,924,567,20,20,19.496,19.200,90.000
95,776,69.200,42,121,986.170,607.000,985.620,608.229,970,591,32,32,31.437,31.429,90.000
96,241,53.697,36,77,1001.176,494.471,1000.772,494.309,992,485,18,18,17.700,17.336,11.362
97,220,77.177,46,118,815.109,703.000,815.121,703.718,806,694,17,17,16.739,16.734,90.000
98,305,61.321,22,99,802.680,783.516,803.498,783.975,792,773,20,20,19.713,19.700,84.806
99,507,98.333,55,150,883.672,818.474,883.621,817.969,870,805,26,26,25.412,25.403,98.499
100,341,87.868,58,144,893.717,846.482,894.299,846.838,883,835,21,22,22.820,19.026,128.012
101,445,54.162,29,104,973.725,760.967,974.910,761.462,961,748,24,25,26.141,21.674,129.632
102,84,58.452,38,84,655.095,651.095,655.365,650.883,649,645,11,11,11.293,9.470,134.998
103,302,61.381,27,111,652.699,673.493,651.453,672.829,642,663,21,20,21.339,18.020,144.135
104,145,66.483,35,97,727.659,718.059,728.167,717.962,720,711,14,14,14.737,12.528,132.581
105,234,81.915,44,133,701.098,775.919,700.841,775.549,691,767,19,17,18.962,15.712,151.837
106,444,133.146,72,219,500.694,947.977,500.520,947.437,487,936,26,23,26.126,21.638,154.427
107,239,106.464,77,140,440.605,847.948,440.843,848.030,431,839,18,18,18.971,16.041,128.988
108,450,137.800,95,189,283.231,934.451,283.304,934.255,270,922,25,25,26.393,21.709,134.511
109,380,70.789,37,114,668.229,947.987,667.831,947.905,656,937,23,22,24.070,20.101,137.391
