 ,Area,Mean,Min,Max,X,Y,XM,YM,BX,BY,Width,Height,Major,Minor,Angle
22,739,71.055,11,126,373.426,598.150,373.900,596.959,361,574,25,47,49.050,19.183,70.022
23,2125,111.996,47,182,543.776,658.521,543.361,658.385,521,625,44,67,70.347,38.461,109.976
24,562,112.543,58,159,246.861,751.724,246.671,751.678,236,733,21,37,36.133,19.803,95.758
25,807,98.035,53,151,437.453,730.059,437.488,730.075,424,708,26,43,43.255,23.754,76.616
26,1673,86.895,24,142,661.927,750.993,660.720,749.373,633,729,57,44,62.189,34.253,149.014
27,410,80.176,47,111,377.793,783.510,377.534,783.303,368,768,19,31,30.764,16.969,107.735
28,661,85.020,44,139,588.144,779.685,588.540,779.666,573,762,30,34,39.585,21.261,51.236
29,539,73.048,41,107,270.767,852.016,270.949,852.246,254,839,32,26,35.185,19.505,34.243
30,665,89.247,12,130,14.608,893.518,14.925,893.324,3,873,23,40,39.462,21.456,82.703
31,1061,122.446,78,181,833.652,599.499,833.534,599.453,813,582,40,35,39.123,34.530,5.193
32,3470,145.305,56,237,731.133,828.998,731.680,829.186,699,793,63,71,71.027,62.204,75.353
33,2098,133.047,61,208,610.336,840.580,608.922,840.831,585,813,50,55,55.109,48.472,102.240
34,266,71.996,44,101,584.180,912.977,584.156,913.000,574,903,19,19,19.624,17.259,135.620
35,976,107.038,53,159,775.050,915.032,775.257,915.032,760,891,30,47,48.949,25.387,68.777
36,1161,109.183,68,148,963.932,879.055,963.368,878.461,939,856,49,46,61.686,23.964,138.675
37,621,83.301,50,128,317.308,358.990,318.003,358.375,299,342,36,33,45.274,17.464,41.309
38,344,110.570,78,156,235.465,58.331,235.204,58.505,224,47,22,22,20.988,20.869,153.625
39,458,98.609,47,145,289.199,96.541,289.262,95.579,276,84,25,25,24.220,24.077,172.786
40,327,135.529,97,187,390.054,196.154,390.116,196.292,379,186,21,20,20.474,20.335,53.790
41,715,104.606,37,164,337.991,477.208,337.922,477.143,322,462,31,30,30.193,30.152,38.085
42,636,106.233,45,165,81.731,160.250,82.058,161.330,68,144,26,32,32.123,25.209,99.335
43,372,103.376,70,153,963.261,218.742,963.147,218.981,952,207,22,23,22.375,21.168,144.656
44,348,128.713,95,176,979.920,276.629,980.106,276.502,969,266,21,21,21.778,20.345,125.102
45,454,89.077,30,141,615.833,296.747,615.814,297.485,604,284,23,25,24.804,23.305,100.466
46,940,78.250,25,130,855.509,505.341,853.899,503.976,838,487,34,36,35.715,33.511,118.492
47,323,74.471,13,118,102.435,450.745,103.030,451.671,91,440,22,21,20.949,19.631,171.461
48,176,105.477,82,144,310.091,567.562,310.170,567.604,302,559,15,16,15.524,14.435,73.651
49,1032,85.736,36,144,210.175,852.987,208.854,852.718,192,834,36,38,37.434,35.101,107.186
50,455,77.490,24,148,376.168,926.544,375.789,926.487,364,914,24,25,24.885,23.280,109.288
51,291,81.622,53,116,198.998,934.304,199.392,934.552,189,924,19,20,19.809,18.704,106.397
52,580,62.479,26,130,471.186,137.076,471.453,135.725,452,122,38,30,44.468,16.607,35.884
53,202,96.847,57,162,427.144,198.297,427.683,198.476,417,188,20,21,26.155,9.833,133.424
54,593,81.830,36,166,456.679,260.385,456.562,260.220,433,239,46,42,59.650,12.658,137.510
55,1364,91.859,38,172,925.721,426.512,925.936,426.361,888,397,74,59,92.241,18.828,141.942
56,336,38.074,11,142,236.610,558.714,236.898,558.863,221,540,30,36,45.149,9.475,50.560
57,222,33.023,1,106,131.221,577.856,132.365,578.637,119,568,23,20,28.346,9.972,140.896
58,736,60.688,30,127,483.508,571.122,483.152,572.136,467,548,32,45,51.671,18.136,58.462
59,410,85.024,46,157,357.732,645.461,357.680,645.175,342,632,31,27,38.160,13.680,139.307
60,548,80.493,26,145,471.234,688.945,471.627,688.963,447,668,47,41,59.717,11.684,138.953
61,519,77.969,30,149,261.273,812.910,260.893,812.124,238,792,45,41,59.108,11.180,137.712
62,217,43.687,16,90,305.910,800.859,305.263,800.805,291,787,29,28,37.979,7.275,135.266
63,248,76.859,39,145,815.012,997.266,815.925,995.944,803,978,23,37,42.082,7.503,58.247
64,193,83.197,59,115,97.474,41.915,97.663,41.943,89,33,16,17,17.259,14.239,55.209
65,211,62.536,38,106,365.111,153.690,364.936,154.209,356,145,17,17,18.121,14.825,47.637
66,140,70.936,41,132,563.300,170.600,563.387,169.990,557,163,12,15,15.014,11.873,90.216
67,263,72.559,29,129,632.629,204.675,632.750,204.789,622,196,20,17,20.243,16.542,27.359
68,235,109.706,66,189,842.172,100.611,843.016,100.720,834,90,16,20,19.007,15.743,96.972
69,234,76.444,36,139,823.611,117.944,823.737,118.221,815,108,17,19,18.982,15.696,113.640
70,90,86.244,56,156,950.144,268.422,950.385,268.492,944,262,11,12,11.863,9.660,124.354
71,128,61.445,39,98,731.867,313.797,732.229,313.663,725,306,13,15,14.049,11.600,70.426
72,192,66.755,40,105,719.885,386.745,720.026,387.056,712,378,15,17,17.398,14.051,107.166
73,144,103.035,62,186,687.264,372.472,687.532,372.151,680,365,14,14,15.208,12.056,142.681
74,207,100.850,62,189,605.621,374.017,605.917,374.131,598,364,15,19,18.250,14.442,79.540
75,182,91.319,61,162,410.621,321.516,411.178,321.204,403,312,14,18,17.503,13.239,79.133
76,143,76.203,40,120,470.633,325.521,470.483,325.967,463,318,14,14,15.143,12.024,134.908
77,192,82.396,47,134,429.161,349.052,429.373,349.347,421,340,15,18,17.922,13.640,66.386
78,102,87.088,43,164,396.225,359.049,395.861,359.493,390,353,12,12,12.766,10.173,51.701
79,117,68.205,36,115,463.150,371.585,463.041,371.346,457,365,12,13,13.625,10.934,53.744
80,233,74.622,26,152,95.655,252.084,96.532,251.606,87,242,17,19,19.532,15.189,54.113
81,116,54.638,38,80,68.629,225.991,68.534,225.930,62,219,12,14,13.912,10.616,63.353
82,359,64.850,13,124,58.255,408.982,58.458,408.405,47,398,22,22,24.329,18.788,132.657
83,278,58.734,24,141,24.442,505.378,24.996,504.057,16,494,17,22,21.128,16.753,88.097
84,126,56.889,28,108,8.500,442.000,7.931,442.218,1,435,14,13,14.339,11.188,36.672
85,93,69.763,37,103,592.640,518.758,592.454,518.723,587,512,11,13,12.232,9.681,67.741
86,279,75.530,49,148,734.565,660.984,734.920,660.737,723,652,22,17,21.574,16.466,175.135
87,316,74.282,42,121,682.168,650.750,682.198,650.293,671,641,22,19,22.718,17.711,23.836
88,127,74.520,45,135,652.516,640.957,653.064,641.269,645,634,14,13,14.292,11.314,142.448
89,209,83.526,50,147,480.897,619.356,480.690,619.924,472,610,17,18,18.661,14.260,51.347
90,66,79.515,52,123,433.061,634.773,433.281,634.643,428,629,9,11,10.373,8.101,116.309
91,161,71.298,41,116,204.382,591.668,204.508,591.771,196,585,16,13,16.082,12.747,18.645
92,57,84.912,53,129,312.360,537.482,312.293,537.262,308,532,8,10,9.494,7.644,110.664
93,114,49.465,20,123,259.412,687.018,260.017,686.245,253,680,12,14,13.525,10.732,73.608
94,190,58.437,32,122,289.026,715.432,289.498,715.097,280,707,17,16,17.444,13.868,142.576
95,247,46.741,13,98,227.200,712.504,227.163,711.710,218,702,17,20,19.951,15.763,71.619
96,179,60.480,21,122,223.433,770.623,223.830,770.670,216,762,14,17,17.341,13.143,101.820
97,180,65.539,31,121,183.767,767.900,183.754,767.947,175,760,17,15,17.130,13.379,148.168
98,235,75.966,38,140,364.504,714.670,364.886,715.180,354,706,20,17,19.591,15.273,152.410
99,66,81.197,39,145,371.152,744.773,371.178,744.330,365,740,11,9,10.428,8.059,29.596
100,99,73.414,31,129,428.631,896.429,428.535,896.417,422,890,12,12,12.478,10.102,132.329
101,130,71.054,46,112,162.092,839.631,162.245,839.714,154,833,15,12,14.557,11.371,176.604
102,84,81.548,55,121,130.750,840.381,130.920,840.372,125,834,11,12,11.767,9.089,63.111
103,183,53.016,17,138,31.101,860.593,32.327,861.240,22,853,17,15,17.459,13.345,141.190
104,195,77.328,45,149,771.644,636.192,771.248,635.902,763,628,16,16,17.935,13.844,51.920
105,104,71.087,44,135,767.154,652.712,766.922,653.163,761,646,12,13,13.191,10.039,39.600
106,172,69.087,42,99,717.948,703.116,717.953,702.755,710,695,15,16,16.600,13.193,118.660
107,113,93.407,58,164,971.500,635.500,971.810,635.533,964,630,14,11,13.369,10.762,2.562
108,304,77.664,45,161,936.266,835.635,936.996,835.363,925,826,22,19,22.608,17.121,160.631
109,164,95.982,49,170,857.463,803.939,857.524,804.386,850,796,14,16,16.513,12.645,61.397
110,118,107.754,69,159,883.797,816.678,883.979,816.803,877,810,13,13,14.170,10.603,126.743
111,187,83.187,51,126,930.163,943.553,930.261,943.711,922,935,16,16,17.337,13.734,139.907
112,271,69.712,45,106,992.751,973.463,992.985,973.439,982,965,21,17,20.912,16.500,176.431
113,89,74.494,53,96,948.343,1012.590,948.219,1012.665,942,1007,12,10,12.094,9.370,5.568
114,109,66.661,34,103,598.096,1009.638,598.333,1009.303,592,1002,11,14,13.294,10.439,96.088
115,245,65.682,34,113,223.692,369.961,223.721,370.040,215,360,16,20,20.229,15.421,89.420
116,39,84.795,59,116,438.167,882.910,438.095,882.956,435,879,6,8,7.938,6.256,85.488
117,36,105.028,79,136,445.806,860.056,445.776,860.052,442,856,7,7,7.496,6.115,30.752
118,35,107.371,90,154,501.443,303.786,501.335,303.953,498,300,7,7,7.535,5.914,48.071
119,151,71.662,33,136,986.156,328.983,986.495,329.193,979,321,14,15,15.800,12.168,48.921
120,271,93.273,58,145,520.666,425.851,521.225,426.043,511,415,18,21,20.979,16.448,66.647
121,219,100.982,61,166,719.158,524.450,719.720,524.563,711,514,15,20,19.253,14.483,84.405
