 ,Area,Mean,Min,Max,X,Y,XM,YM,BX,BY,Width,Height,Major,Minor,Angle
149,120,109.167,91,139,485.000,523.000,485.126,523.232,478,516,13,13,12.361,12.361,0.000
150,160,122.156,94,157,513.112,531.806,513.311,531.605,505,524,15,15,14.409,14.138,129.047
151,178,107.331,79,148,861.697,536.657,861.833,536.756,854,529,15,15,15.126,14.983,7.813
152,180,140.239,107,201,882.167,532.333,882.101,531.986,874,524,16,16,15.308,14.971,99.610
153,252,132.790,99,186,989.488,511.286,989.734,510.946,980,502,18,18,17.920,17.905,78.121
154,266,151.932,102,195,981.237,559.000,981.438,559.164,971,549,19,19,18.415,18.391,90.000
155,199,119.834,97,154,941.440,619.661,941.493,619.808,933,611,16,17,16.046,15.791,102.796
156,357,137.176,112,172,1010.220,590.402,1010.085,590.412,999,579,22,22,21.455,21.186,120.079
157,136,100.294,78,140,722.147,636.581,722.412,636.421,715,630,14,13,13.198,13.120,111.016
158,160,133.844,113,178,774.125,660.000,774.132,660.040,766,652,15,15,14.277,14.269,90.000
159,401,116.983,89,147,718.535,570.041,718.508,570.130,707,558,23,23,22.809,22.385,16.012
160,209,98.962,59,145,599.385,620.998,599.410,620.833,591,612,17,17,16.627,16.005,126.152
161,143,113.629,83,163,632.780,618.024,632.979,617.736,625,611,14,14,13.897,13.102,95.985
162,169,112.799,96,137,580.086,563.595,580.130,563.587,572,556,15,15,14.964,14.380,114.924
163,285,86.175,60,130,296.675,406.486,296.952,406.369,286,396,20,20,19.056,19.043,94.574
164,437,102.485,57,153,337.855,482.372,338.332,481.800,325,470,24,24,23.623,23.554,84.055
165,203,89.581,54,126,324.180,520.741,324.239,520.368,316,512,16,17,16.308,15.850,153.127
166,229,112.480,78,158,381.238,538.347,381.610,538.166,372,529,18,18,17.134,17.017,121.922
167,227,127.026,88,169,360.804,560.390,360.751,560.296,352,551,17,18,17.116,16.886,154.334
168,216,89.551,52,158,248.213,589.000,247.934,588.067,239,580,17,17,16.595,16.573,90.000
169,406,120.998,93,159,444.901,609.347,445.114,609.086,433,597,23,24,22.794,22.679,48.658
170,234,117.214,86,167,381.107,624.585,381.439,624.768,372,616,18,17,17.317,17.205,122.345
171,376,101.420,61,152,347.503,635.686,347.180,635.474,336,624,22,23,21.993,21.768,53.498
172,203,99.626,78,127,318.180,619.259,318.177,619.352,309,611,17,16,16.308,15.850,26.873
173,306,94.180,65,138,253.526,639.016,253.844,638.867,243,629,20,20,19.894,19.585,80.235
174,118,93.169,73,115,182.907,596.000,182.832,595.920,176,589,13,13,12.393,12.123,90.000
175,297,86.488,56,146,149.779,580.985,150.232,580.235,140,571,19,20,19.631,19.263,81.427
176,136,92.000,73,129,164.566,605.625,164.717,605.475,157,599,14,13,13.235,13.084,31.413
177,287,137.634,98,176,903.225,201.510,903.227,201.314,893,191,20,20,19.210,19.022,79.990
178,225,166.187,119,217,907.602,236.522,907.811,236.210,898,227,18,18,16.928,16.923,77.735
179,135,78.763,58,125,195.767,547.367,195.583,547.582,189,540,13,14,13.264,12.959,147.529
180,353,42.130,2,85,22.741,628.508,22.483,627.176,11,617,22,22,21.211,21.189,87.979
181,244,62.623,43,98,34.180,587.299,33.943,587.144,25,578,18,18,17.817,17.437,14.452
182,276,93.228,77,119,188.971,694.000,188.988,693.973,179,684,19,19,18.925,18.568,0.000
183,242,109.140,83,151,267.698,721.264,267.949,721.212,258,712,18,18,17.634,17.473,77.064
184,210,102.457,64,143,251.619,694.224,251.614,693.716,243,686,17,16,16.436,16.268,143.010
185,170,121.418,95,169,272.912,746.000,273.095,745.832,265,738,15,15,14.727,14.697,90.000
186,179,116.536,90,154,247.852,772.483,247.918,772.435,240,765,15,15,15.301,14.895,57.014
187,254,82.106,65,101,72.957,734.476,72.907,734.434,64,724,17,21,22.125,14.617,115.633
188,209,78.545,61,105,44.849,742.572,44.834,742.471,36,734,17,17,20.048,13.274,44.251
189,238,90.651,73,120,113.214,761.723,112.965,761.531,104,753,18,17,17.661,17.159,175.118
190,285,69.540,48,97,134.482,779.704,134.415,779.135,124,770,20,19,21.789,16.654,138.991
191,134,70.112,48,115,68.813,798.381,68.732,798.191,62,791,13,14,13.150,12.974,129.601
192,185,102.173,84,125,366.619,697.084,366.657,696.993,358,689,16,16,15.383,15.312,35.202
193,255,111.627,84,149,406.716,688.986,406.843,688.822,397,679,19,19,18.190,17.850,79.308
194,256,123.258,93,172,441.168,686.441,441.497,686.213,431,677,19,19,18.202,17.907,178.317
195,221,112.163,80,157,418.640,726.803,418.512,726.865,410,718,17,17,16.892,16.658,152.393
196,163,90.393,66,130,363.653,740.353,363.606,740.190,353,734,21,12,20.109,10.321,14.023
197,135,94.926,73,120,111.774,860.389,111.804,860.340,105,853,13,14,13.145,13.076,153.966
198,143,95.839,73,125,148.479,869.563,148.419,869.439,141,862,14,15,13.495,13.492,161.565
199,68,83.750,63,139,167.059,860.618,167.463,860.773,161,855,11,10,11.875,7.291,141.867
200,120,88.042,64,149,180.150,812.625,180.554,813.052,173,806,14,13,15.703,9.730,139.905
201,153,90.895,69,128,151.428,900.003,151.411,900.037,143,893,16,14,17.523,11.117,144.672
202,156,92.321,71,120,149.962,930.378,149.916,930.316,141,923,17,14,17.899,11.097,148.154
203,111,107.090,83,145,163.698,920.698,163.739,920.505,157,914,13,13,15.135,9.338,139.744
204,249,103.659,74,142,118.496,968.540,118.773,968.452,109,959,19,19,22.929,13.827,133.375
205,212,89.764,56,152,225.189,898.642,224.983,898.538,216,890,18,17,20.992,12.858,138.083
206,173,104.618,74,166,239.171,890.540,239.624,890.635,230,883,17,15,19.166,11.493,137.417
207,242,109.711,88,141,239.500,845.211,239.369,845.022,230,835,18,20,22.196,13.882,125.780
208,329,101.255,69,143,280.947,797.226,280.401,796.873,270,785,21,24,26.026,16.095,126.899
209,251,120.112,94,156,336.416,811.930,336.420,811.731,327,803,18,18,18.728,17.065,133.279
210,160,102.350,83,135,353.406,832.600,353.479,832.480,346,825,14,15,15.195,13.407,116.852
211,337,85.611,57,145,335.147,897.634,335.592,896.818,324,887,21,21,21.896,19.596,121.233
212,144,111.285,88,155,372.007,811.583,372.206,811.720,365,804,14,14,14.244,12.872,148.136
213,301,117.548,93,151,407.563,860.018,407.746,859.901,397,850,20,20,20.679,18.533,124.186
214,212,121.080,87,163,425.925,817.321,426.063,817.079,417,809,17,17,17.261,15.638,123.692
215,265,108.981,77,155,280.175,883.315,280.264,882.957,270,874,19,19,19.428,17.368,131.543
216,88,126.591,103,152,309.136,862.318,309.184,862.221,303,856,11,12,11.122,10.074,99.538
217,344,123.212,97,165,260.131,934.599,259.959,934.650,249,923,21,22,22.028,19.883,121.586
218,105,124.267,95,169,280.510,918.614,280.865,918.533,274,912,12,13,12.260,10.904,125.209
219,283,126.541,88,177,321.115,963.525,321.359,963.360,311,953,19,20,19.901,18.106,118.768
220,249,110.582,82,161,363.841,940.339,364.008,940.168,355,931,17,19,18.919,16.758,115.356
221,388,124.147,93,164,401.198,964.959,401.318,964.689,390,953,22,23,23.215,21.280,128.728
222,242,115.496,94,153,338.831,990.636,338.901,990.396,329,981,19,18,18.544,16.616,143.328
223,151,125.106,97,172,360.864,979.368,361.127,979.425,353,972,15,14,14.668,13.108,140.293
224,214,93.477,62,136,93.495,886.383,93.592,886.519,85,877,16,18,17.324,15.728,79.842
225,151,88.775,72,116,90.189,826.639,90.287,826.732,83,819,14,15,14.502,13.258,143.163
226,323,82.988,66,112,21.887,803.308,21.928,803.259,11,792,21,22,21.331,19.280,118.774
227,131,94.153,74,131,18.103,906.615,18.200,906.682,11,899,13,14,13.695,12.179,115.892
228,94,68.255,56,88,54.660,930.660,54.832,930.564,49,925,11,11,11.472,10.433,116.295
229,324,87.608,61,129,27.873,930.210,27.712,929.745,17,920,21,20,21.330,19.340,142.703
230,329,86.912,55,134,32.166,970.345,31.715,969.775,22,959,20,22,21.633,19.364,122.947
231,479,106.015,77,141,99.502,931.300,99.372,931.008,87,918,25,26,26.098,23.369,129.738
232,271,90.391,69,121,100.389,1006.378,100.260,1006.467,91,996,19,20,19.665,17.546,125.011
233,162,105.852,80,146,151.457,1011.605,151.383,1011.237,144,1004,14,15,15.254,13.522,110.222
234,374,101.623,65,147,143.693,802.532,144.217,802.983,132,791,22,23,22.947,20.752,119.188
235,226,125.841,97,164,475.606,967.929,475.757,967.892,467,959,17,18,17.797,16.169,134.711
236,361,122.867,87,170,469.702,840.514,469.541,840.942,458,829,22,22,22.588,20.348,134.807
237,235,118.600,64,180,468.594,804.406,469.068,805.101,459,795,18,18,18.193,16.447,135.000
238,184,109.668,61,140,459.120,790.000,459.013,789.419,451,782,15,16,16.314,14.360,107.725
239,546,127.456,95,168,490.238,751.980,490.463,752.217,477,738,26,28,27.821,24.988,120.791
240,217,115.161,91,149,513.104,678.482,513.313,678.285,504,670,17,17,17.601,15.697,128.374
241,228,121.118,83,178,528.083,753.386,528.452,753.265,519,744,17,18,17.961,16.162,121.325
242,429,125.170,89,173,564.770,749.474,564.892,749.674,552,738,25,23,24.515,22.281,143.224
243,130,113.008,94,143,534.131,859.523,534.110,859.537,527,852,13,14,13.550,12.216,114.773
244,178,126.725,99,167,568.674,908.478,568.577,908.198,560,901,16,15,15.704,14.432,140.354
245,130,141.415,97,190,581.646,934.992,581.949,935.335,574,928,14,13,13.544,12.221,154.770
246,303,127.927,94,176,623.200,945.493,623.182,945.485,613,935,20,20,20.607,18.721,144.091
247,53,141.868,99,191,617.651,984.519,618.018,984.570,613,980,9,9,8.844,7.630,120.833
248,292,128.199,88,179,653.616,996.942,653.882,996.829,644,987,19,20,20.331,18.287,117.540
249,244,131.131,91,184,621.086,661.406,621.290,660.772,612,652,18,18,18.596,16.706,150.188
250,244,131.131,91,184,621.086,661.406,621.290,660.772,612,652,18,18,18.596,16.706,150.188
251,244,131.131,91,184,621.086,661.406,621.290,660.772,612,652,18,18,18.596,16.706,150.188
252,244,131.131,91,184,621.086,661.406,621.290,660.772,612,652,18,18,18.596,16.706,150.188
253,244,131.131,91,184,621.086,661.406,621.290,660.772,612,652,18,18,18.596,16.706,150.188
254,312,134.212,92,191,622.670,698.917,623.275,698.506,612,688,20,21,20.980,18.935,117.807
255,312,134.212,92,191,622.670,698.917,623.275,698.506,612,688,20,21,20.980,18.935,117.807
256,312,134.212,92,191,622.670,698.917,623.275,698.506,612,688,20,21,20.980,18.935,117.807
257,312,134.212,92,191,622.670,698.917,623.275,698.506,612,688,20,21,20.980,18.935,117.807
258,312,134.212,92,191,622.670,698.917,623.275,698.506,612,688,20,21,20.980,18.935,117.807
259,312,134.212,92,191,622.670,698.917,623.275,698.506,612,688,20,21,20.980,18.935,117.807
260,312,134.212,92,191,622.670,698.917,623.275,698.506,612,688,20,21,20.980,18.935,117.807
261,312,134.212,92,191,622.670,698.917,623.275,698.506,612,688,20,21,20.980,18.935,117.807
262,312,134.212,92,191,622.670,698.917,623.275,698.506,612,688,20,21,20.980,18.935,117.807
263,312,134.212,92,191,622.670,698.917,623.275,698.506,612,688,20,21,20.980,18.935,117.807
264,312,134.212,92,191,622.670,698.917,623.275,698.506,612,688,20,21,20.980,18.935,117.807
265,244,133.971,104,186,755.086,994.406,755.045,994.011,746,985,18,18,18.596,16.706,150.188
266,408,142.833,105,185,748.203,962.971,748.339,962.919,736,951,23,24,24.091,21.564,128.692
267,322,117.811,98,147,735.211,944.012,735.334,943.953,724,933,21,21,21.303,19.246,134.518
268,176,119.699,88,167,711.614,876.477,711.807,876.336,703,869,16,15,15.559,14.402,164.914
269,270,131.133,97,168,767.189,874.011,767.049,873.911,757,864,19,19,19.436,17.688,134.750
270,361,126.310,94,162,859.702,955.514,859.602,955.402,848,944,22,22,22.588,20.348,134.807
271,154,136.481,99,198,789.636,1007.552,789.698,1006.939,782,1000,14,15,14.850,13.204,110.523
272,243,113.119,79,160,885.578,985.944,885.874,986.109,877,976,17,19,18.975,16.305,117.385
273,168,135.202,106,178,925.601,963.006,925.616,963.319,918,954,14,17,16.046,13.331,96.131
274,73,98.466,80,141,958.541,968.952,958.786,969.091,953,963,10,11,10.371,8.962,115.425
275,107,134.430,88,174,988.294,1009.603,988.361,1009.499,982,1003,12,12,11.890,11.458,3.155
276,289,152.149,112,208,913.438,928.272,913.796,928.028,903,918,20,20,19.435,18.933,139.946
277,175,132.114,110,173,1015.591,948.031,1015.554,948.277,1008,939,15,17,16.256,13.707,108.386
278,175,132.114,110,173,1015.591,948.031,1015.554,948.277,1008,939,15,17,16.256,13.707,108.386
279,194,123.907,98,173,863.124,883.113,863.200,883.130,855,875,16,16,17.200,14.361,124.424
280,313,133.799,103,179,870.695,816.458,870.787,816.562,860,806,20,21,21.669,18.391,124.535
281,201,125.776,93,165,849.012,774.933,849.171,774.888,841,766,16,17,17.406,14.703,131.035
282,251,111.032,80,166,821.655,755.671,822.069,755.696,812,746,19,19,19.550,16.347,140.617
283,297,128.094,107,163,758.682,796.594,758.830,796.663,748,786,20,20,19.465,19.427,52.666
284,272,127.559,103,162,738.169,779.460,738.359,779.410,728,770,19,19,18.790,18.431,88.586
285,247,126.065,85,172,798.702,792.848,799.213,792.800,789,783,18,19,17.989,17.483,111.408
286,360,136.519,112,164,966.414,768.500,966.482,768.500,955,757,22,22,21.496,21.324,1.762E-12
287,118,137.661,106,180,926.297,848.000,926.389,847.969,920,841,12,13,12.451,12.067,134.844
288,529,79.885,47,129,631.267,800.655,631.713,800.715,618,787,26,27,26.172,25.736,159.905
