 ,Area,Mean,Min,Max,X,Y,XM,YM,BX,BY,Width,Height,Major,Minor,Angle
64,386,72.769,25,156,109.865,768.490,110.901,769.181,94,757,31,23,34.546,14.227,146.761
65,571,113.527,75,163,134.749,856.996,134.418,856.764,114,845,40,23,42.054,17.288,158.047
66,380,72.842,39,130,668.226,434.439,667.604,433.940,652,424,31,21,34.509,14.020,149.888
67,404,97.735,65,153,856.995,424.136,858.249,424.875,833,412,47,23,50.614,10.163,156.450
68,562,74.470,15,147,640.633,304.121,641.639,302.679,627,287,27,34,38.463,18.604,55.837
69,741,97.791,71,145,266.742,101.991,266.671,102.298,251,86,31,31,30.912,30.521,176.391
70,219,71.776,44,121,102.600,125.989,102.295,126.133,94,117,17,17,16.921,16.479,5.611
71,573,72.817,16,129,148.708,227.994,148.669,226.963,135,214,27,27,27.396,26.631,178.214
72,830,104.358,64,178,142.211,331.482,142.484,332.311,125,315,33,33,32.683,32.335,65.181
73,399,87.619,48,148,81.197,392.039,80.655,391.596,70,379,22,25,25.004,20.317,61.928
74,623,87.345,37,141,123.754,447.529,123.723,446.852,108,433,30,28,31.376,25.281,36.883
75,221,62.801,36,112,25.604,481.020,25.667,481.571,17,472,17,17,17.092,16.463,6.313
76,181,102.503,62,151,41.207,507.533,41.429,507.661,33,499,16,16,15.290,15.072,24.334
77,658,110.441,68,161,188.205,501.491,188.856,501.241,173,487,29,29,29.175,28.716,104.589
78,240,119.400,83,189,217.679,521.992,217.860,522.536,208,513,18,18,17.677,17.287,111.024
79,521,107.712,77,143,308.274,501.496,308.377,501.550,295,488,26,26,25.999,25.515,173.058
80,221,91.941,51,155,356.604,472.980,356.640,473.194,348,464,17,17,17.092,16.463,173.687
81,444,122.574,79,173,332.212,459.000,331.984,458.697,320,447,24,24,23.784,23.769,90.000
82,233,109.876,57,170,311.697,438.500,311.673,438.981,302,429,18,18,17.233,17.215,90.000
83,353,114.717,83,157,33.231,102.480,33.304,102.149,22,91,22,22,21.282,21.119,64.273
84,417,91.122,62,134,17.721,152.500,17.397,152.401,5,140,24,24,23.051,23.034,90.000
85,1125,70.514,24,132,504.111,179.968,504.407,178.948,486,158,35,43,41.961,34.136,86.313
86,317,83.454,46,147,432.402,61.765,432.929,61.417,421,51,22,21,22.348,18.060,141.749
87,200,75.530,44,123,470.160,79.785,470.057,79.582,461,71,17,17,17.835,14.278,138.365
88,197,90.645,54,142,367.013,144.464,367.339,144.597,359,136,16,17,17.426,14.394,128.825
89,258,101.399,75,142,390.190,187.853,390.127,187.783,381,178,18,20,20.249,16.222,66.735
90,311,112.778,91,140,444.503,267.690,444.632,267.708,434,257,20,21,20.020,19.779,89.942
91,339,110.065,77,166,395.704,308.332,396.057,308.523,385,298,21,21,20.834,20.718,75.828
92,202,97.045,53,164,516.401,115.733,516.617,115.685,508,107,16,17,16.232,15.844,102.194
93,776,93.899,64,132,612.170,40.000,612.240,39.880,596,24,32,32,31.437,31.429,90.000
94,270,92.819,53,128,564.144,62.000,564.349,62.036,554,52,19,19,18.546,18.537,90.000
95,346,96.321,63,137,647.720,242.000,647.630,241.720,636,231,22,22,21.150,20.829,137.428
96,427,87.398,48,164,714.683,265.500,714.412,265.215,702,253,24,24,23.323,23.311,90.000
97,442,102.081,75,153,742.231,272.502,742.555,272.096,730,260,24,24,23.921,23.526,166.838
98,569,52.838,11,127,829.753,260.496,830.452,260.071,815,246,28,28,26.926,26.907,90.796
99,262,69.927,40,118,582.668,358.985,582.560,359.372,573,349,19,19,18.390,18.140,131.785
100,476,107.496,65,178,752.212,390.998,751.954,390.326,739,378,25,25,24.626,24.611,90.567
101,288,61.722,11,141,973.191,474.486,973.973,476.026,963,464,20,20,19.200,19.099,122.939
102,456,85.520,32,156,962.213,454.993,961.005,453.721,949,442,25,25,24.103,24.088,91.771
103,519,109.539,72,169,914.267,36.510,914.118,36.274,901,23,26,26,25.889,25.525,5.567
104,681,123.963,83,175,821.711,91.998,822.065,92.061,806,77,30,30,29.537,29.355,123.607
105,363,108.747,80,146,736.701,103.503,736.593,103.312,725,92,22,22,21.506,21.491,89.215
106,409,118.682,90,157,708.722,130.512,708.611,130.456,697,119,23,23,22.829,22.811,86.855
107,326,124.224,90,179,714.212,169.994,714.621,169.929,703,159,21,21,20.382,20.365,91.660
108,636,129.002,93,172,891.763,318.992,891.730,318.625,877,304,29,29,28.586,28.328,9.263
109,490,118.141,80,177,817.229,325.994,817.404,325.575,804,313,26,26,24.986,24.969,91.534
110,566,119.892,87,177,670.212,336.500,670.301,336.557,656,323,27,27,27.182,26.512,116.099
111,692,117.312,81,179,518.277,324.530,518.349,324.137,503,309,30,30,29.905,29.463,27.142
112,837,103.916,71,145,707.703,439.500,707.782,439.856,691,423,33,33,32.650,32.640,90.000
113,943,97.037,50,164,989.670,414.987,990.680,414.104,972,397,35,35,34.921,34.383,149.798
114,454,107.742,74,150,880.760,595.004,880.871,595.088,868,583,25,24,24.122,23.963,96.240
115,658,108.330,73,163,961.716,704.985,961.976,704.501,947,690,29,29,29.164,28.727,15.206
116,658,109.603,71,153,457.205,565.491,457.506,565.114,442,551,29,29,29.175,28.716,104.589
117,336,100.515,65,159,435.170,523.009,435.910,522.810,424,512,21,21,20.689,20.678,86.987
118,404,116.045,89,152,322.233,573.000,322.327,572.918,310,561,23,23,22.690,22.671,90.000
119,421,82.335,55,134,397.723,635.020,397.174,634.838,385,623,24,24,23.209,23.095,125.783
120,388,103.946,53,151,417.747,657.044,418.363,657.505,406,645,23,23,22.323,22.130,88.018
121,435,101.418,72,138,427.684,744.505,427.863,744.635,415,732,24,24,23.540,23.528,88.568
122,738,111.310,73,157,147.709,741.018,147.634,741.387,132,725,31,31,30.737,30.570,176.325
123,198,128.540,98,172,608.268,627.000,608.497,626.774,599,618,17,17,15.896,15.860,90.000
124,921,85.922,39,141,738.724,683.993,739.390,682.363,721,666,35,35,34.591,33.900,37.351
125,677,137.461,101,194,722.679,998.504,723.000,998.606,707,983,30,30,29.364,29.355,88.580
126,655,98.925,57,155,455.766,839.500,456.726,839.695,441,825,29,29,28.888,28.869,90.000
127,810,105.552,53,171,675.242,641.014,676.301,641.380,658,624,33,33,32.122,32.107,86.788
128,554,114.245,84,169,165.229,429.000,165.365,428.889,151,415,27,27,26.567,26.551,90.000
