 ,Area,Mean,Min,Max,X,Y,XM,YM,BX,BY,Width,Height,Major,Minor,Angle
71,139,105.209,58,199,972.716,635.378,973.477,635.356,966,628,13,14,13.653,12.963,123.360
72,62,113.887,57,184,888.774,513.371,888.486,513.008,884,508,9,10,8.999,8.772,122.631
73,168,153.857,84,221,914.131,469.952,914.501,470.525,906,462,15,15,15.117,14.150,137.635
74,200,68.200,40,114,719.410,386.800,719.404,387.064,711,378,16,17,16.302,15.621,119.631
75,155,112.548,62,190,688.816,371.965,689.502,371.416,681,364,15,15,14.255,13.844,136.261
76,175,96.777,62,168,604.820,372.683,604.735,372.537,597,365,15,15,15.156,14.702,107.507
77,139,68.439,41,122,562.097,171.414,561.767,171.123,555,164,14,14,13.504,13.106,141.386
78,156,92.282,66,158,838.897,99.263,838.536,98.917,831,92,15,14,14.267,13.922,115.169
79,130,106.200,56,200,946.754,267.415,945.823,267.244,940,260,13,14,13.116,12.620,115.632
80,177,77.429,33,146,983.477,327.370,982.641,326.851,975,319,16,16,15.273,14.755,146.565
81,184,85.179,45,149,650.712,638.658,650.675,638.021,642,631,16,15,15.684,14.937,138.949
82,306,93.824,41,157,205.513,590.033,206.147,589.733,195,580,20,20,20.137,19.348,127.922
83,299,75.077,38,156,66.189,223.985,65.394,222.873,56,214,20,20,19.916,19.115,134.482
84,196,69.347,26,131,94.786,251.281,94.882,250.624,86,243,17,16,16.023,15.575,139.354
85,220,90.805,59,145,96.750,39.509,96.658,38.962,88,31,17,17,17.178,16.306,133.669
86,184,67.386,29,137,630.761,203.962,630.168,203.579,622,196,16,16,15.621,14.997,142.562
87,172,66.767,31,123,182.849,766.674,182.515,766.170,175,759,15,15,15.168,14.439,133.073
88,156,68.686,28,130,12.141,443.263,13.106,443.956,4,436,15,14,14.397,13.797,128.322
89,324,53.787,24,112,23.451,510.015,24.058,510.428,13,499,21,21,20.723,19.906,141.263
90,192,59.880,32,116,287.411,717.380,286.939,717.855,279,709,16,16,16.115,15.170,140.754
91,359,88.610,42,152,714.843,702.032,713.985,701.578,703,691,22,22,22.068,20.713,122.818
92,299,57.425,13,143,228.189,713.985,229.250,714.338,218,704,20,20,19.916,19.115,134.482
93,266,84.297,38,152,361.481,711.996,361.020,711.516,352,702,19,19,18.888,17.931,147.277
94,151,111.609,39,180,372.169,747.235,372.622,747.737,365,740,14,14,14.305,13.440,150.001
95,133,94.639,36,183,466.726,372.056,467.963,372.387,460,365,13,14,13.401,12.637,136.787
96,276,75.768,42,128,682.862,650.000,682.757,649.437,673,640,19,19,19.210,18.294,165.743
97,246,77.850,50,138,736.203,661.390,736.406,661.223,727,652,18,18,18.213,17.198,149.867
98,338,85.538,45,191,937.568,835.337,938.769,835.183,926,824,22,22,25.319,16.997,136.885
99,290,76.834,44,162,586.169,915.907,586.784,916.576,575,906,21,20,23.512,15.704,135.454
100,247,79.077,44,153,784.909,566.634,785.601,567.483,775,557,19,19,21.677,14.508,132.641
101,83,84.687,52,134,432.898,635.355,433.184,635.459,426,630,13,10,12.501,8.454,160.597
102,170,110.906,69,189,1004.176,804.665,1005.079,805.136,996,797,16,15,17.832,12.138,139.501
103,198,65.333,21,130,426.929,7.535,428.179,8.874,418,0,17,16,19.330,13.042,136.463
104,250,101.364,61,161,716.184,519.344,716.025,518.682,707,509,18,20,21.750,14.635,128.860
105,293,99.246,58,162,520.869,423.292,521.165,423.210,512,411,17,24,23.528,15.856,106.340
106,233,65.966,38,127,364.835,151.491,364.469,151.202,356,141,17,20,21.301,13.927,56.359
107,249,75.028,34,176,226.155,370.508,227.601,371.088,216,361,19,19,21.722,14.595,132.892
108,289,84.097,42,144,883.445,543.939,882.522,543.042,873,534,20,20,23.376,15.741,135.845
109,542,86.983,45,138,992.792,971.332,992.795,970.651,979,957,27,28,32.123,21.483,134.988
110,290,80.862,41,155,994.821,251.121,995.001,251.556,984,241,21,20,23.601,15.645,132.876
111,2927,156.207,69,255,140.164,93.999,141.212,93.700,109,63,62,62,65.252,57.114,133.410
112,207,67.565,44,133,770.085,646.138,770.157,646.961,764,631,12,29,28.824,9.144,76.454
113,601,74.459,24,126,374.653,596.129,374.986,595.116,361,575,27,41,44.936,17.029,61.997
114,1574,154.273,72,238,863.328,163.981,863.254,164.965,842,139,42,50,51.991,38.547,118.880
115,373,70.397,45,125,362.162,32.731,362.254,33.095,350,21,24,23,26.219,18.113,40.010
116,366,67.131,36,105,228.913,307.350,229.328,307.726,215,298,27,19,25.794,18.067,15.831
117,328,63.415,13,128,55.765,409.284,54.934,409.330,46,397,19,24,24.597,16.978,120.354
118,677,59.614,30,117,485.465,568.736,485.896,568.847,470,548,31,41,46.948,18.360,55.399
119,278,47.698,8,107,1012.806,11.554,1011.960,13.147,1001,0,23,23,29.810,11.874,48.336
120,366,69.393,45,113,108.694,693.281,108.953,693.382,101,676,14,35,34.807,13.388,92.177
121,308,84.721,30,148,373.458,923.903,373.729,924.000,364,912,18,23,22.888,17.134,109.842
122,192,29.656,1,90,130.089,575.911,129.773,574.657,121,567,17,18,21.578,11.329,131.236
123,131,106.321,87,144,307.408,568.187,307.441,568.264,300,560,14,15,17.613,9.470,47.595
124,165,80.527,59,125,197.300,935.827,197.216,936.139,190,926,14,19,19.909,10.552,66.144
