2,385.310,898.540,414.310,910.540 
2,831.020,141.930,846.020,180.930 
2,859.510,196.970,874.510,233.970 
2,885.290,266.520,921.290,278.520 
2,744.150,397.930,753.150,425.930 
2,857.760,421.850,868.760,453.850 
1,837.640,451.740,855.640,461.740 
2,619.340,105.990,662.340,121.990 
2,995.160,20.000,1006.160,51.000 
2,913.810,501.910,924.810,529.910 
2,709.880,701.950,723.880,738.950 
2,943.200,828.840,953.200,856.840 
2,796.100,924.870,806.100,951.870 
1,629.820,533.880,651.820,543.880 
2,526.840,588.400,556.840,601.400 
2,666.310,431.980,693.310,441.980 
2,937.210,219.180,966.210,229.180 
2,932.200,196.920,940.200,218.920 
2,488.230,321.590,516.230,332.590 
1,463.250,359.670,492.250,370.670 
2,550.220,325.030,561.220,356.030 
1,504.640,361.040,514.640,380.040 
2,666.140,387.500,676.140,408.500 
1,479.210,393.600,496.210,402.600 
2,463.970,985.050,474.970,1012.050 
2,953.230,691.110,1005.230,743.110 
2,781.830,818.620,815.830,852.620 
2,767.870,766.090,800.870,798.090 
2,648.640,614.470,690.640,655.470 
2,696.160,387.610,726.160,417.610 
2,790.230,244.730,836.230,290.730 
2,507.020,221.970,580.020,291.970 
2,364.750,749.040,408.750,791.040 
2,274.360,658.940,315.360,699.940 
2,313.160,566.190,347.160,599.190 
2,348.120,639.750,371.120,663.750 
2,22.020,829.200,64.020,870.200 
2,94.060,556.130,127.060,588.130 
2,56.620,356.650,120.620,417.650 
2,101.000,406.180,152.000,456.180 
2,165.090,321.100,230.090,383.100 
2,331.810,222.460,395.810,287.460 
2,341.230,382.720,401.230,440.720 
2,763.000,70.550,798.000,107.550 
1,982.190,1004.050,993.190,1015.050 
1,779.730,1005.660,792.730,1018.660 
2,986.180,231.420,1008.180,255.420 
1,903.110,332.110,911.110,340.110 
1,603.260,380.740,617.260,395.740 
1,1003.320,140.190,1020.320,157.190 
1,628.830,484.950,638.830,494.950 
1,958.000,262.120,972.000,276.120 
1,789.780,507.570,803.780,522.570 
1,949.680,961.330,962.680,975.330 
1,606.190,977.050,617.190,988.050 
1,618.920,330.020,626.920,337.020 
1,45.920,923.450,58.920,937.450 
1,156.180,851.990,169.180,864.990 
1,265.210,740.000,276.210,752.000 
1,239.220,764.000,253.220,779.000 
1,416.770,810.030,429.770,823.030 
1,189.120,540.970,200.120,551.970 
1,451.000,432.100,463.000,444.100 
1,372.270,616.920,385.270,630.920 
1,326.890,802.930,343.890,819.930 
1,82.940,875.640,99.940,892.640 
1,505.890,527.970,515.890,537.970 
1,523.250,849.190,539.250,865.190 
1,973.490,550.650,986.490,563.650 
1,840.750,766.950,854.750,780.950 
1,700.070,866.880,718.070,884.880 
0,664.360,220.120,701.340,268.510 
1,669.150,3.190,690.380,23.300 
2,672.720,33.860,690.570,51.550 
2,608.800,36.710,641.830,80.160 
1,756.350,130.820,776.080,150.620 
1,797.200,136.310,816.250,156.150 
1,851.440,137.210,871.070,157.970 
1,802.660,171.520,823.670,192.720 
2,925.330,92.930,977.370,144.340 
0,697.140,185.320,720.850,209.210 
2,979.290,273.240,1012.740,309.680 
1,903.770,333.980,915.290,345.870 
1,794.450,347.010,809.540,362.700 
0,720.550,345.080,737.610,373.830 
2,967.610,350.310,997.800,379.170 
2,871.580,384.620,903.240,413.350 
1,980.140,501.980,999.770,522.570 
1,792.330,509.800,811.570,524.810 
1,930.680,607.300,949.370,626.460 
2,885.480,653.970,909.100,677.760 
2,832.990,648.440,846.180,669.470 
1,766.070,653.280,782.060,669.350 
1,745.280,784.540,767.950,807.110 
1,788.840,783.730,806.560,800.930 
1,745.280,784.540,767.950,807.110 
1,759.850,865.430,778.450,883.020 
1,744.980,987.990,765.480,1008.420 
1,1007.510,938.490,1022.260,954.980 
1,977.290,833.630,991.730,846.970 
1,1007.510,938.490,1022.260,954.980 
1,570.790,553.890,589.020,571.560 
1,590.340,611.080,608.760,627.250 
1,623.350,610.520,640.840,626.460 
1,606.850,691.490,627.630,711.830 
1,616.890,738.880,629.660,750.270 
1,649.790,757.480,665.720,769.650 
1,617.580,790.190,641.130,813.480 
1,641.910,988.980,660.390,1008.160 
1,572.080,926.490,585.290,939.960 
1,560.440,901.100,577.710,919.300 
0,538.310,809.350,571.600,841.040 
1,590.340,611.080,608.760,627.250 
1,507.680,478.880,527.570,499.080 
1,495.970,440.440,509.480,453.260 
1,507.680,478.880,527.570,499.080 
1,477.000,514.390,492.120,528.820 
1,461.450,513.570,474.790,525.900 
1,432.900,601.560,454.820,623.090 
1,477.920,737.370,498.970,759.340 
1,467.440,961.570,482.800,975.650 
1,394.760,847.450,417.610,871.210 
2,353.090,736.330,375.920,746.810 
1,355.050,689.180,373.420,707.890 
1,202.410,478.880,228.520,500.680 
1,104.660,753.060,124.520,773.260 
2,26.370,364.330,56.120,409.050 
0,21.560,474.990,47.690,503.970 
1,25.410,579.240,40.280,597.800 
1,24.450,961.330,45.070,981.320 
1,8.720,618.090,36.090,648.140 
1,286.230,396.530,304.510,419.900 
2,327.340,473.730,348.950,495.870 
1,609.660,656.370,628.880,673.310 
1,139.820,575.410,156.030,592.580 
2,59.090,689.490,84.980,715.310 
1,35.840,735.030,55.380,753.690 
1,124.140,771.110,144.440,791.390 
1,321.320,887.090,345.340,911.420 
1,350.120,972.150,365.810,988.300 
1,352.970,930.330,373.270,950.610 
1,139.360,864.020,152.700,877.450 
1,268.830,912.370,284.070,928.310 
1,449.900,782.880,468.300,801.790 
