 ,Area,Mean,Min,Max,X,Y,XM,YM,BX,BY,Width,Height,Major,Minor,Angle
34,2746,68.122,40,95,1584.160,894.015,1584.374,893.666,1554,864,60,60,59.131,59.128,84.652
35,2468,62.795,35,97,1768.679,615.016,1769.104,615.008,1740,586,57,57,56.190,55.924,46.046
36,7476,105.636,74,134,207.103,133.522,207.355,133.367,158,84,98,98,97.610,97.518,122.136
37,7364,89.365,32,128,552.111,231.000,549.955,231.043,503,182,97,97,96.831,96.830,90.000
38,5509,89.383,64,117,1570.605,550.497,1570.242,550.465,1528,508,84,84,83.752,83.751,91.489
39,2120,53.059,17,106,954.232,570.000,951.473,569.426,906,555,96,29,95.763,28.187,0.000
40,671,45.823,27,90,564.229,721.503,563.289,721.378,537,713,54,17,54.134,15.782,3.244
41,2228,52.511,26,96,459.025,493.500,459.889,492.758,444,444,29,99,98.606,28.769,90.000
42,3329,58.918,21,123,231.277,588.007,223.535,588.300,171,569,120,38,120.945,35.046,5.761
43,1438,35.763,19,58,609.216,987.012,609.019,986.832,569,974,79,26,79.055,23.160,8.734
44,1410,40.933,18,91,882.264,961.511,885.245,960.450,843,949,78,25,78.018,23.011,6.874
45,1003,40.755,24,73,688.556,983.950,688.645,982.544,678,951,20,66,66.328,19.254,92.435
46,761,51.376,30,111,406.767,657.006,404.711,656.916,378,648,57,18,57.242,16.927,173.787
47,3174,36.584,4,97,1425.050,361.491,1424.472,361.949,1406,303,37,117,117.204,34.481,95.928
48,3696,47.472,19,100,114.207,1319.981,117.390,1319.213,51,1299,126,41,127.161,37.008,8.057
49,5029,32.565,7,70,208.649,1452.003,202.332,1451.674,135,1428,147,47,147.990,43.267,7.048
50,3425,28.649,6,55,492.106,1635.002,492.489,1634.534,431,1613,121,43,121.856,35.787,11.269
51,3356,19.509,0,67,1450.537,1553.959,1449.875,1555.501,1431,1494,39,120,121.036,35.303,97.273
52,1651,29.147,9,47,1897.569,1524.017,1897.341,1522.478,1884,1482,27,84,84.591,24.850,96.076
53,2290,37.595,12,88,1368.041,1219.436,1366.602,1213.000,1352,1170,32,99,99.746,29.231,96.885
54,1084,43.780,25,89,193.694,870.000,196.279,870.021,159,859,69,21,68.728,20.082,0.000
55,3817,37.444,13,83,37.525,1195.477,38.247,1192.464,18,1131,38,129,129.399,37.558,88.561
56,3108,31.586,6,84,13.818,1468.485,13.977,1459.882,0,1407,30,123,126.388,31.310,89.987
57,3978,73.053,23,126,37.673,159.016,41.075,161.731,1,123,72,72,71.427,70.911,79.693
58,1614,69.841,38,99,147.062,202.468,147.317,201.763,124,179,46,46,45.448,45.216,113.449
59,1276,65.799,36,110,327.107,90.013,325.459,90.220,306,69,41,41,40.371,40.243,38.545
60,954,65.971,47,93,234.202,25.496,234.201,25.689,216,7,36,36,35.025,34.680,94.039
61,1024,67.993,44,92,481.667,51.024,481.542,51.507,463,32,37,37,36.254,35.963,134.470
62,1719,56.407,36,80,298.582,363.009,298.477,362.599,275,339,47,47,46.889,46.678,39.668
63,2374,63.691,41,95,118.608,391.498,119.297,390.884,91,363,55,56,55.001,54.957,10.844
64,1299,63.693,45,86,639.117,394.522,639.204,394.816,618,374,41,41,40.976,40.364,75.029
65,767,47.437,31,78,847.728,185.990,847.751,186.641,831,170,32,32,31.757,30.751,125.406
66,2374,34.792,3,78,886.608,37.502,887.085,37.151,859,9,55,56,55.001,54.957,169.156
67,747,63.052,40,95,1027.694,49.477,1027.477,49.797,1012,34,31,31,30.845,30.835,96.687
68,3124,64.173,36,112,1069.653,88.464,1070.299,87.475,1038,56,63,64,63.273,62.864,90.699
69,3365,68.328,26,120,1207.710,154.500,1205.167,153.902,1174,121,66,66,65.458,65.453,90.000
70,1645,75.351,41,120,1054.595,262.493,1055.209,262.876,1031,239,46,46,45.905,45.626,94.939
71,6947,77.250,36,136,981.095,394.497,979.686,392.716,934,347,94,95,94.284,93.815,3.486
72,5435,69.803,33,119,696.084,429.012,696.020,430.975,654,387,84,84,83.202,83.172,2.298
73,5082,73.684,42,111,828.050,471.005,828.426,470.633,787,430,81,81,80.621,80.260,129.186
74,1435,62.319,32,105,934.596,519.016,936.154,518.033,913,497,43,43,42.878,42.612,43.005
75,7395,71.957,34,124,646.621,600.015,645.898,599.870,598,551,97,98,97.198,96.871,79.040
76,2975,68.049,33,105,522.194,620.988,521.618,620.681,491,590,62,62,61.695,61.397,44.612
77,3976,73.026,44,108,453.196,607.486,452.857,606.461,417,571,72,72,71.643,70.661,76.633
78,6416,59.994,37,99,885.089,783.011,885.201,784.184,839,737,91,91,90.439,90.327,142.016
79,1127,62.020,35,95,751.658,787.482,751.743,786.739,732,768,39,39,37.888,37.874,55.860
80,1380,61.439,33,98,715.586,825.001,715.779,825.440,694,803,42,43,42.248,41.589,119.965
81,1300,57.417,32,84,1053.108,847.477,1053.513,846.399,1032,827,41,41,41.210,40.165,117.887
82,2508,53.148,22,101,1143.123,839.996,1141.652,840.439,1114,811,57,57,56.510,56.508,91.668
83,1920,64.787,39,91,1186.525,787.530,1187.246,787.412,1161,762,50,50,49.521,49.365,130.090
84,1380,52.475,26,93,1129.586,597.001,1130.948,595.802,1108,575,42,43,42.248,41.589,119.965
85,1192,65.553,41,95,1168.624,652.498,1168.592,653.695,1149,632,39,40,39.057,38.858,119.253
86,2572,59.266,33,90,1311.163,577.502,1311.419,577.222,1282,548,58,58,57.465,56.988,96.116
87,476,67.183,44,85,1254.212,492.002,1254.257,491.722,1241,479,25,25,24.626,24.611,89.433
88,1812,76.150,50,106,1176.000,354.000,1176.078,353.059,1152,330,48,48,48.195,47.870,90.000
89,1505,71.276,49,103,1263.089,321.033,1263.780,321.319,1241,299,44,44,43.862,43.688,131.070
90,1694,77.234,53,111,1275.110,262.479,1275.990,262.594,1251,239,47,47,46.712,46.174,103.562
91,819,73.886,50,106,1266.174,156.007,1266.867,156.126,1249,139,33,33,32.352,32.233,72.010
92,1719,63.903,27,113,1552.582,102.009,1552.794,101.337,1529,78,47,47,46.889,46.678,39.668
93,1435,50.780,25,89,1621.596,237.016,1621.651,236.203,1600,215,43,43,42.878,42.612,43.005
94,747,65.100,45,86,1579.694,208.477,1579.496,208.433,1564,193,31,31,30.845,30.835,96.687
95,1536,63.455,26,112,1729.563,121.492,1731.468,122.832,1707,99,45,45,44.309,44.138,162.287
96,3411,73.293,46,109,1807.632,104.993,1808.325,104.763,1774,71,66,67,65.991,65.813,112.162
97,2360,71.044,45,108,1846.625,221.995,1846.880,223.189,1819,194,55,56,55.077,54.557,124.471
98,3073,67.508,36,116,1608.155,371.992,1606.687,369.852,1576,340,63,63,62.570,62.533,168.721
99,2820,60.676,36,89,1722.139,495.002,1721.927,495.836,1692,465,60,60,60.122,59.721,132.739
100,2288,62.202,38,102,1500.083,721.488,1501.032,719.613,1473,694,54,55,54.077,53.871,137.659
101,1800,63.744,43,87,1405.612,713.982,1405.678,713.493,1381,689,48,49,48.139,47.608,93.027
102,3832,67.090,45,108,1299.172,731.991,1299.353,731.061,1264,697,70,70,70.034,69.667,59.530
103,4515,53.523,19,100,975.112,1043.995,974.213,1042.964,937,1006,76,76,75.975,75.665,69.405
104,4973,54.831,22,106,486.083,1093.483,485.373,1089.929,446,1053,80,80,79.984,79.163,32.265
105,1367,69.708,38,109,118.604,895.509,117.315,896.946,97,874,42,42,41.721,41.718,85.170
106,1816,75.565,53,110,165.088,806.977,164.845,805.823,140,782,49,49,48.191,47.980,62.286
107,2881,70.779,31,111,310.670,742.509,311.667,742.409,280,712,61,61,60.568,60.564,87.073
108,3491,35.362,11,68,471.167,1290.014,473.484,1289.516,437,1256,67,68,66.887,66.453,96.284
109,9150,56.044,27,94,1074.092,1394.987,1072.519,1396.725,1020,1340,108,109,108.150,107.722,66.712
110,1920,58.881,34,96,1126.525,1054.530,1126.593,1056.073,1101,1029,50,50,49.521,49.365,130.090
111,5236,55.189,32,83,1258.554,1034.974,1258.072,1035.072,1217,994,82,82,82.004,81.297,93.386
112,3073,63.800,34,109,1317.155,968.992,1318.176,968.929,1285,937,63,63,62.570,62.533,168.721
113,712,61.937,43,90,1324.728,1113.006,1324.843,1112.336,1309,1097,31,31,30.350,29.870,102.781
114,728,41.416,19,77,1632.170,992.992,1631.869,991.534,1616,977,31,31,30.449,30.442,92.770
115,2429,40.783,5,82,1675.614,1033.488,1675.067,1035.991,1647,1005,56,56,55.703,55.521,27.455
116,2038,44.552,25,74,1797.087,976.500,1796.503,976.183,1771,951,51,51,51.250,50.631,90.000
117,1299,51.381,26,90,1809.117,913.478,1810.667,913.982,1788,893,41,41,40.976,40.364,104.971
118,1930,61.225,34,95,1734.109,827.995,1734.594,827.400,1709,803,50,50,49.718,49.426,49.443
119,6196,50.885,17,108,1602.044,748.506,1603.706,744.515,1557,704,89,89,89.396,88.247,96.821
120,2360,59.624,31,94,1837.625,665.995,1838.100,665.516,1810,638,55,56,55.077,54.557,124.471
121,1645,53.190,22,103,1897.595,682.507,1898.863,683.304,1874,659,46,46,45.905,45.626,85.061
122,1578,72.999,41,109,1906.570,558.028,1906.131,558.259,1884,535,45,45,44.899,44.749,37.207
123,5680,59.764,36,118,2015.299,393.000,2016.214,391.361,1975,346,73,94,95.800,75.491,90.000
124,11304,60.475,24,109,1915.576,863.976,1914.790,864.666,1855,803,120,121,120.192,119.747,107.994
125,1435,23.325,4,58,1783.596,1598.984,1785.766,1601.525,1762,1577,43,43,42.878,42.612,136.995
126,878,31.697,12,62,1917.197,1630.499,1917.160,1628.510,1900,1613,34,34,33.506,33.364,35.251
127,1865,36.517,14,65,1237.601,1674.009,1237.942,1672.136,1213,1649,49,49,49.035,48.426,133.156
128,954,44.304,20,74,1173.202,1669.504,1173.184,1670.794,1155,1651,36,36,35.025,34.680,85.961
129,1367,70.451,40,100,1264.604,433.509,1265.045,433.448,1243,412,42,42,41.721,41.718,85.170
130,1426,51.252,26,84,607.655,220.476,607.934,219.866,586,199,43,43,42.802,42.419,18.284
131,514,69.424,48,95,1389.239,658.502,1389.092,658.814,1376,645,26,26,25.960,25.210,4.696
132,1719,79.908,55,110,666.089,889.508,665.816,890.368,642,866,47,47,46.890,46.678,50.663
