 ,Area,Mean,Min,Max,X,Y,XM,YM,BX,BY,Width,Height,Major,Minor,Angle
35,206,92.573,56,153,930.141,701.830,930.301,701.761,922,691,15,21,22.917,11.445,62.464
36,418,109.868,68,136,677.278,787.455,676.795,787.340,661,777,31,21,33.096,16.081,154.638
37,1496,160.600,74,240,783.381,545.035,783.521,545.158,760,522,46,46,54.823,34.744,44.089
38,89,110.393,78,141,488.253,467.039,488.156,466.888,482,461,12,11,12.996,8.719,144.523
39,311,103.563,76,124,339.635,570.532,339.613,570.514,330,557,19,27,29.788,13.293,118.823
40,204,96.093,64,133,48.583,594.397,48.638,594.409,40,586,17,17,19.056,13.630,44.714
41,362,79.539,59,103,134.080,634.644,134.130,634.511,126,619,16,31,31.267,14.741,102.160
42,147,92.605,68,116,108.963,652.514,108.844,652.600,102,643,13,19,20.008,9.355,65.259
43,317,127.492,74,165,40.222,725.629,40.191,725.776,25,718,29,15,29.281,13.784,165.859
44,917,125.927,70,178,74.127,820.792,73.399,820.798,53,802,42,37,50.114,23.298,141.266
45,345,83.226,52,117,179.317,816.181,178.769,816.914,168,802,21,28,30.373,14.462,57.993
46,379,87.678,48,139,133.094,846.336,132.870,845.686,124,831,18,31,31.997,15.081,109.930
47,542,91.170,44,139,266.732,884.148,267.055,884.360,255,865,22,37,38.468,17.940,69.981
48,2000,120.625,73,175,151.496,955.520,151.528,955.219,124,930,54,51,60.345,42.199,40.997
49,336,89.949,65,124,264.196,973.955,264.100,973.774,248,965,31,17,31.897,13.412,161.272
50,76,70.882,39,95,425.000,863.000,425.022,863.284,419,857,11,11,12.127,7.979,47.870
51,4707,146.453,70,210,478.736,737.449,479.713,737.065,441,696,75,82,81.656,73.395,77.474
52,422,98.967,61,150,397.377,645.675,397.735,645.994,384,635,26,21,26.092,20.593,168.957
53,493,111.799,77,145,377.956,684.654,377.675,685.139,366,666,23,37,39.378,15.941,64.597
54,283,102.413,74,131,507.832,661.415,507.955,661.561,501,646,13,30,30.002,12.010,91.352
55,374,83.930,59,130,452.933,647.150,453.367,647.067,445,630,15,34,33.998,14.006,89.119
56,89,72.539,40,91,680.961,688.084,681.083,687.556,676,679,9,17,16.732,6.773,71.317
57,262,75.015,56,99,397.412,537.698,397.431,537.751,389,526,16,23,21.899,15.233,99.579
58,81,70.580,54,89,638.698,543.907,638.615,543.701,634,537,9,13,12.035,8.569,82.158
59,310,114.590,83,155,219.681,727.084,219.572,726.857,208,717,22,20,23.644,16.693,37.680
60,2296,106.294,39,163,512.841,211.804,513.333,210.702,489,180,47,63,64.185,45.546,106.037
61,450,91.213,59,134,59.282,478.044,59.056,478.214,46,466,26,24,28.757,19.924,38.972
62,195,62.097,34,91,679.638,348.587,680.009,348.208,671,340,16,17,18.811,13.199,53.732
63,134,59.731,38,95,698.746,353.306,698.926,353.309,692,346,13,14,15.612,10.929,49.495
64,174,79.914,46,112,825.632,258.299,825.587,258.951,819,249,13,18,17.374,12.752,91.791
65,174,56.098,39,93,1013.897,239.730,1013.881,239.938,1006,231,15,17,17.593,12.593,50.669
66,299,74.599,52,116,40.159,158.273,40.101,158.233,30,147,20,22,23.122,16.465,129.950
67,684,97.269,55,140,267.902,41.289,267.789,41.380,253,26,29,30,29.914,29.113,67.290
68,575,99.273,69,138,223.448,116.500,223.336,116.604,209,102,28,28,27.247,26.869,149.270
69,6921,118.079,32,198,443.101,171.992,442.401,170.447,396,124,94,95,94.639,93.112,71.813
70,272,66.412,35,92,517.474,89.996,516.949,89.620,508,80,19,19,18.778,18.443,6.671
71,373,61.185,39,106,872.672,24.977,872.475,24.888,861,13,22,23,22.188,21.404,93.986
72,288,63.288,32,88,938.497,256.729,938.241,256.714,928,247,20,19,19.311,18.989,140.961
73,1977,136.664,88,206,239.042,447.954,238.940,448.070,214,422,50,51,50.637,49.710,83.949
74,611,124.046,74,201,310.259,399.477,310.175,399.318,296,385,28,29,28.029,27.755,101.359
75,1308,96.692,16,154,284.067,489.502,285.683,490.218,263,468,41,42,41.202,40.420,94.102
76,647,117.141,61,172,25.928,492.539,25.180,492.701,11,478,29,29,28.865,28.539,119.749
77,169,70.538,56,94,544.299,508.973,544.325,509.139,536,501,16,15,14.975,14.369,150.445
78,678,116.445,45,185,661.416,616.482,660.784,615.942,646,601,30,30,29.786,28.982,110.906
79,2705,105.370,36,178,824.190,780.047,825.683,778.991,790,753,67,54,69.174,49.789,22.619
80,301,117.910,86,164,771.145,270.450,771.379,270.493,761,259,19,22,22.515,17.022,120.263
81,664,101.485,44,156,847.727,366.489,847.036,367.021,833,350,28,32,31.118,27.169,98.976
82,334,95.413,62,137,908.871,466.934,908.975,466.779,898,456,21,22,22.275,19.091,122.545
83,267,80.079,41,119,943.421,489.024,943.377,489.293,934,479,18,20,19.941,17.048,127.986
84,344,85.951,50,121,46.166,952.567,45.859,952.893,35,941,21,22,22.594,19.385,129.899
85,748,116.265,63,174,202.854,919.301,202.924,919.130,187,902,30,34,33.391,28.522,112.224
86,944,114.391,54,163,405.344,954.613,405.246,954.304,389,935,32,38,37.319,32.207,93.319
87,655,94.974,52,156,962.714,543.477,962.997,544.421,949,527,27,32,31.166,26.759,95.294
88,833,91.062,34,170,849.188,522.489,849.656,524.327,833,504,31,36,35.332,30.018,95.500
89,293,48.754,20,93,866.162,749.503,865.406,749.343,855,737,21,24,27.588,13.522,50.873
90,595,68.336,27,137,752.043,676.803,751.094,676.914,738,659,27,35,39.304,19.275,57.825
91,414,60.118,29,133,672.152,905.843,672.094,905.122,656,890,31,32,42.389,12.435,133.572
92,177,49.949,27,97,86.766,738.201,86.495,738.586,77,727,18,21,25.223,8.935,51.719
93,132,41.333,22,79,320.205,823.576,320.307,824.100,312,814,16,18,21.641,7.766,50.238
94,347,47.533,23,131,203.661,480.339,204.037,480.834,182,459,42,42,57.998,7.618,135.000
95,226,40.044,10,155,670.243,430.496,669.593,429.784,654,413,32,35,46.228,6.225,131.788
96,79,27.291,5,49,481.930,98.032,482.287,98.018,475,91,13,13,16.026,6.276,45.637
97,346,76.064,42,126,251.434,329.173,251.084,328.743,233,312,37,34,48.375,9.107,138.365
98,338,86.518,64,133,905.846,806.417,905.804,806.551,887,790,37,33,47.951,8.975,138.038
99,204,87.755,64,138,932.642,778.936,933.100,778.673,919,765,27,27,37.372,6.950,45.537
100,234,70.509,42,141,868.013,442.060,868.087,441.760,849,421,37,42,54.034,5.514,49.115
101,104,54.183,28,101,19.635,140.635,20.013,140.430,13,134,12,12,11.626,11.389,45.023
102,156,59.064,35,98,149.346,132.000,149.270,132.049,143,124,12,16,16.348,12.150,90.000
103,214,61.519,17,115,501.808,121.598,502.145,121.313,494,112,15,19,18.840,14.462,106.232
104,82,61.268,24,100,554.378,51.244,555.026,51.354,549,46,11,10,11.656,8.957,148.080
105,35,63.543,45,94,646.243,9.957,646.425,9.947,643,6,6,8,7.805,5.710,110.670
106,60,77.017,42,118,606.067,12.100,606.390,11.753,602,7,8,10,9.969,7.663,66.565
107,133,71.647,34,128,979.177,179.470,978.764,179.301,972,172,14,14,14.823,11.424,48.333
108,54,74.185,51,115,844.667,266.148,844.748,266.092,841,261,7,10,9.743,7.057,85.233
109,108,55.389,41,94,746.111,312.000,746.435,312.000,740,305,11,14,13.520,10.171,84.130
110,108,61.333,38,123,663.148,267.065,663.486,267.129,657,261,12,12,13.680,10.052,48.915
111,84,81.690,41,142,823.143,302.655,823.772,302.125,818,297,10,11,11.613,9.210,63.751
112,52,75.000,55,99,638.538,353.423,638.677,353.214,634,348,8,10,9.168,7.222,85.700
113,59,82.746,59,136,651.449,473.636,651.768,473.460,647,468,8,11,10.014,7.502,93.271
114,141,99.574,59,174,673.145,528.145,673.638,527.537,665,521,15,13,15.075,11.909,24.891
115,58,90.569,46,130,897.690,345.741,898.013,345.753,892,341,10,9,9.724,7.595,149.593
116,80,67.362,54,107,552.550,227.525,552.741,227.508,548,221,9,12,11.394,8.940,71.375
117,80,77.550,47,123,376.550,324.525,376.456,325.047,372,318,9,12,11.394,8.940,71.375
118,106,71.179,40,107,351.057,303.396,350.846,302.999,345,296,11,14,13.310,10.140,83.132
119,220,77.127,34,119,75.723,254.018,75.430,254.030,67,245,17,18,19.111,14.657,46.942
120,163,74.945,26,139,501.390,304.641,502.459,303.942,493,298,16,13,16.234,12.784,167.043
121,70,82.800,43,147,270.771,397.986,271.004,397.681,266,392,9,11,10.941,8.146,122.273
122,90,76.111,46,138,712.100,562.000,712.401,562.630,707,556,10,12,12.111,9.462,90.000
123,147,100.558,49,182,819.405,644.895,819.731,644.460,813,637,12,16,15.856,11.804,98.596
124,111,85.144,52,127,681.743,573.635,681.890,573.791,676,567,11,13,13.479,10.485,111.376
125,96,72.760,48,131,131.385,585.292,131.588,585.759,126,578,10,14,12.944,9.443,84.264
126,206,100.485,56,178,981.364,776.000,982.103,776.739,974,766,14,19,18.481,14.192,90.000
127,187,103.096,54,189,564.131,993.286,564.215,993.882,556,984,15,18,17.839,13.347,116.460
128,70,90.700,57,132,481.400,796.014,481.549,796.264,477,790,9,11,10.406,8.565,110.407
129,70,97.029,65,180,414.914,793.257,414.829,792.766,410,788,9,11,10.886,8.187,89.759
130,152,86.480,57,138,66.862,630.664,67.079,630.848,60,622,13,17,15.939,12.142,90.222
131,199,102.085,64,152,57.525,652.646,57.317,652.990,49,644,16,17,18.349,13.809,123.480
132,74,90.297,60,137,69.770,717.986,69.966,717.537,65,712,9,11,10.753,8.762,68.216
133,190,104.526,59,170,954.863,711.295,955.553,710.739,946,703,17,16,17.875,13.533,42.800
134,199,108.573,57,171,864.153,906.033,863.708,906.326,856,897,16,17,18.053,14.035,49.936
135,199,81.342,45,158,348.118,517.992,348.219,517.457,340,509,15,18,18.250,13.883,105.118
