 ,Area,Mean,Min,Max,X,Y,XM,YM,BX,BY,Width,Height,Major,Minor,Angle
79,1928,58.803,26,115,242.068,377.008,242.025,375.365,217,352,50,50,49.546,49.546,83.089
80,1580,64.134,39,101,128.040,426.996,127.679,427.354,105,404,45,45,44.852,44.852,96.340
81,2324,39.155,16,61,446.094,608.999,446.631,608.797,418,581,55,55,54.397,54.396,90.785
82,2266,67.266,42,97,596.111,669.012,596.014,668.614,569,642,54,54,53.761,53.667,119.874
83,3632,50.657,24,85,356.174,788.010,357.155,786.800,321,753,69,69,68.005,68.001,86.644
84,1972,62.897,34,97,222.000,785.000,221.846,784.761,196,759,51,51,50.108,50.108,0.000
85,2324,59.978,39,90,261.094,716.001,261.634,716.332,233,688,55,55,54.397,54.396,89.215
86,4488,56.594,33,87,795.111,883.998,794.415,883.616,757,846,76,76,75.594,75.592,90.920
87,1662,67.341,40,108,104.076,935.528,105.156,935.883,80,912,47,47,46.152,45.851,75.949
88,5042,55.653,28,98,367.050,949.007,365.115,949.246,326,908,81,81,80.123,80.123,82.154
89,1197,63.490,37,107,605.634,959.502,606.276,960.164,586,940,39,39,39.041,39.037,89.284
90,1646,58.202,35,96,689.058,904.000,688.812,903.358,666,881,46,46,45.780,45.779,90.000
91,1607,60.667,34,104,815.599,1033.502,816.404,1033.515,792,1010,46,46,45.235,45.233,88.919
92,1398,65.234,38,101,975.134,1075.487,975.540,1074.949,953,1054,43,43,42.336,42.044,154.187
93,1383,62.477,35,96,952.142,1174.496,953.060,1173.522,931,1153,42,42,42.324,41.605,167.650
94,5512,39.791,15,84,853.086,1264.490,853.110,1262.143,811,1222,84,84,84.012,83.537,53.994
95,1478,37.447,10,83,1007.032,1234.587,1008.720,1231.571,985,1212,44,44,43.576,43.185,145.652
96,2704,45.171,20,87,984.484,960.709,983.543,962.369,955,931,59,59,58.695,58.657,62.241
97,2279,37.143,15,79,1225.720,1029.984,1226.950,1029.906,1198,1003,55,54,54.035,53.700,79.231
98,3838,66.350,43,97,627.180,507.993,627.352,507.425,592,473,70,70,69.907,69.903,92.155
99,2894,59.632,32,87,490.128,409.990,490.523,409.916,459,379,61,61,60.703,60.701,94.316
100,2432,66.100,38,98,1194.093,879.992,1194.145,878.903,1166,852,56,56,55.647,55.646,94.785
101,1556,79.253,50,111,1271.080,937.992,1271.251,937.685,1248,915,45,45,44.511,44.510,95.528
102,2496,60.382,38,87,1423.123,933.000,1422.766,933.182,1394,904,57,57,56.375,56.373,90.000
103,1800,61.074,37,91,1499.075,879.002,1499.559,877.977,1474,854,49,49,47.874,47.873,88.727
104,4026,53.434,26,99,1404.175,1116.999,1405.993,1114.250,1368,1081,72,72,71.598,71.595,90.325
105,2743,35.912,14,89,1741.133,959.071,1741.181,956.054,1711,927,59,63,68.451,51.022,51.187
106,1522,55.175,35,76,1935.057,664.000,1934.387,664.495,1912,641,45,45,44.022,44.021,90.000
107,2656,46.234,22,80,1961.175,862.002,1962.294,861.736,1931,832,59,59,58.155,58.150,89.262
108,2018,54.712,30,82,1376.089,464.998,1375.819,465.361,1350,439,51,51,50.690,50.689,91.591
109,1742,61.809,40,91,1429.133,449.000,1429.156,448.101,1405,425,48,48,47.097,47.094,90.000
